Rank,Club,Country,Level,Elo,From,To
83,Zenit,RUS,1,1640.33081055,2025-08-31,2025-09-14
84,Alkmaar,NED,1,1640.27600098,2025-09-01,2025-09-14
85,Sevilla,ESP,1,1637.95300293,2025-09-01,2025-09-12
86,Udinese,ITA,1,1634.84472656,2025-09-01,2025-09-14
87,Mallorca,ESP,1,1634.05651855,2025-09-01,2025-09-15
88,Augsburg,GER,1,1632.73681641,2025-09-01,2025-09-13
89,FC Krasnodar,RUS,1,1631.63244629,2025-09-01,2025-09-13
90,Genk,BEL,1,1630.4765625,2025-09-01,2025-09-14
91,Midtjylland,DEN,1,1628.22229004,2025-09-01,2025-09-14
92,Gladbach,GER,1,1625.48388672,2025-09-01,2025-09-13
93,Union Berlin,GER,1,1622.51391602,2025-09-01,2025-09-13
94,Leicester,ENG,2,1621.23571777,2025-09-01,2025-09-13
95,Auxerre,FRA,1,1616.65527344,2025-08-31,2025-09-13
96,Hoffenheim,GER,1,1613.91162109,2025-08-31,2025-09-13
97,Utrecht,NED,1,1611.41992188,2025-09-01,2025-09-13
98,CSKA Moskva,RUS,1,1609.09484863,2025-09-01,2025-09-13
99,Parma,ITA,1,1604.51696777,2025-09-01,2025-09-12
100,Elche,ESP,1,1604.36352539,2025-09-01,2025-09-12
None,Girona,ESP,1,1604.32885742,2025-09-01,2025-09-14
None,Cagliari,ITA,1,1603.64465332,2025-08-31,2025-09-13
None,St Pauli,GER,1,1595.51489258,2025-08-30,2025-09-14
None,Leganes,ESP,2,1594.68591309,2025-08-29,2025-09-01
None,Levante,ESP,1,1593.38720703,2025-08-30,2025-09-14
None,Lorient,FRA,1,1591.83129883,2025-08-31,2025-09-12
None,Verona,ITA,1,1590.49511719,2025-09-01,2025-09-15
None,Oviedo,ESP,1,1589.33459473,2025-08-31,2025-09-13
None,Crvena Zvezda,SRB,1,1588.51708984,2025-09-01,2025-09-14
None,Nantes,FRA,1,1586.02038574,2025-08-31,2025-09-13
None,Sassuolo,ITA,1,1584.65576172,2025-08-30,2025-09-14
None,Koeln,GER,1,1583.42541504,2025-09-01,2025-09-13
None,PAOK,GRE,1,1582.98779297,2025-09-01,2025-09-14
None,Sparta Praha,CZE,1,1582.49829102,2025-09-01,2025-09-14
None,Lecce,ITA,1,1580.47741699,2025-08-30,2025-09-14
None,Rangers,SCO,1,1579.04089355,2025-09-01,2025-09-13
None,Sunderland,ENG,1,1576.12097168,2025-08-31,2025-09-13
None,AEK,GRE,1,1576.09899902,2025-09-01,2025-09-14
None,Sheffield United,ENG,2,1573.82214355,2025-08-31,2025-09-12
None,Reims,FRA,2,1573.56079102,2025-08-31,2025-09-13
None,Ipswich,ENG,2,1571.74841309,2025-08-31,2025-09-12
None,Viktoria Plzen,CZE,1,1571.03710938,2025-09-01,2025-09-13
None,Middlesbrough,ENG,2,1569.34155273,2025-08-31,2025-09-13
None,Anderlecht,BEL,1,1567.74316406,2025-09-01,2025-09-14
None,Empoli,ITA,2,1565.74377441,2025-08-30,2025-09-14
None,Cremonese,ITA,1,1564.8326416,2025-08-30,2025-09-15
None,Coventry,ENG,2,1564.13244629,2025-08-31,2025-09-13
None,Guimaraes,POR,1,1562.75463867,2025-08-31,2025-09-14
None,Venezia,ITA,2,1560.46862793,2025-08-31,2025-09-13
None,Salzburg,AUT,1,1560.10510254,2025-08-31,2025-09-13
None,Twente,NED,1,1558.82678223,2025-08-31,2025-09-13
None,Shakhtar,UKR,1,1557.58337402,2025-09-01,2025-09-13
None,Las Palmas,ESP,2,1556.00439453,2025-09-01,2025-09-07
None,Le Havre,FRA,1,1555.98535156,2025-09-01,2025-09-14
None,West Brom,ENG,2,1555.68237305,2025-08-31,2025-09-13
None,Metz,FRA,1,1554.52087402,2025-09-01,2025-09-14
None,Spartak Moskva,RUS,1,1554.22680664,2025-08-31,2025-09-13
None,Mirandes,ESP,2,1551.15551758,2025-09-01,2025-09-05
None,Southampton,ENG,2,1549.60327148,2025-08-31,2025-09-14
None,Hamburg,GER,1,1547.15563965,2025-08-30,2025-09-13
None,Bristol City,ENG,2,1546.63354492,2025-08-31,2025-09-13
None,Lok Moskva,RUS,1,1545.93566895,2025-09-01,2025-09-13
None,Almeria,ESP,2,1545.75952148,2025-08-30,2025-09-07
None,Heidenheim,GER,1,1545.38513184,2025-08-31,2025-09-13
None,Mjaellby,SWE,1,1544.39990234,2025-08-31,2025-09-13
None,Santander,ESP,2,1544.21325684,2025-08-31,2025-09-07
None,Panathinaikos,GRE,1,1544.15917969,2025-09-01,2025-09-14
None,Antwerp,BEL,1,1543.85009766,2025-08-31,2025-09-14
None,Angers,FRA,1,1542.69580078,2025-09-01,2025-09-14
None,Brondby,DEN,1,1542.11950684,2025-09-01,2025-09-13
None,Sturm Graz,AUT,1,1540.02050781,2025-08-31,2025-09-14
None,M Tel Aviv,ISR,1,1537.76745605,2025-09-01,2025-09-16
None,Cadiz,ESP,2,1537.29492188,2025-09-01,2025-09-07
None,Saint-Etienne,FRA,2,1537.05749512,2025-08-31,2025-09-13
None,Pisa,ITA,1,1536.87695312,2025-08-31,2025-09-14
None,Paris FC,FRA,1,1536.44946289,2025-09-01,2025-09-14
None,Viking,NOR,1,1536.44506836,2025-09-01,2025-09-14
None,Eibar,ESP,2,1535.65710449,2025-08-29,2025-09-01
None,Rakow,POL,1,1535.33081055,2025-09-01,2025-09-15
None,Famalicao,POR,1,1535.2199707,2025-08-31,2025-09-13
None,Brann,NOR,1,1530.29711914,2025-09-01,2025-09-13
None,Dynamo Moskva,RUS,1,1528.63305664,2025-09-01,2025-09-13
None,Swansea,ENG,2,1524.92211914,2025-08-31,2025-09-13
None,Dinamo Zagreb,CRO,1,1524.88330078,2025-08-31,2025-09-14
None,Paphos,CYP,0,1524.84240723,2025-08-29,2025-09-17
None,Karabakh Agdam,AZE,0,1524.16430664,2025-08-28,2025-09-16
None,Malmoe,SWE,1,1523.04125977,2025-09-01,2025-09-14
None,Monza,ITA,2,1522.80859375,2025-09-01,2025-09-12
None,Nijmegen,NED,1,1522.36425781,2025-09-01,2025-09-13
None,Elversberg,GER,2,1514.91540527,2025-08-30,2025-09-14
None,Huesca,ESP,2,1513.8157959,2025-08-29,2025-09-01
None,Lech,POL,1,1512.99804688,2025-09-01,2025-09-12
None,Bochum,GER,2,1512.37194824,2025-08-31,2025-09-12
None,Norwich,ENG,2,1512.28137207,2025-08-31,2025-09-13
None,Millwall,ENG,2,1512.27575684,2025-08-31,2025-09-13
None,Basel,SUI,1,1512.21142578,2025-08-31,2025-09-13
None,Hannover,GER,2,1511.32702637,2025-08-31,2025-09-13
None,Holstein,GER,2,1511.18188477,2025-08-31,2025-09-13
None,Hammarby,SWE,1,1510.62353516,2025-09-01,2025-09-14
None,Sparta Rotterdam,NED,1,1509.92285156,2025-09-01,2025-09-14
None,Ferencvaros,HUN,1,1507.26171875,2025-09-01,2025-09-19
None,Jagiellonia,POL,1,1506.72973633,2025-09-01,2025-09-13
None,Jablonec,CZE,1,1506.29846191,2025-08-31,2025-09-14
None,Gijon,ESP,2,1505.7578125,2025-08-30,2025-09-06
None,Charleroi,BEL,1,1504.8026123,2025-08-31,2025-09-14
None,Stoke,ENG,2,1504.67126465,2025-08-31,2025-09-13
None,Nordsjaelland,DEN,1,1504.44396973,2025-09-01,2025-09-14
None,Spezia,ITA,2,1504.41638184,2025-08-31,2025-09-14
None,Young Boys,SUI,1,1503.70996094,2025-09-01,2025-09-14
None,Karlsruhe,GER,2,1499.2298584,2025-08-31,2025-09-13
None,Blackburn,ENG,2,1498.30383301,2025-08-31,2025-09-13
None,Mechelen,BEL,1,1498.0838623,2025-08-31,2025-09-12
None,Djurgarden,SWE,1,1496.26550293,2025-09-01,2025-09-14
None,Beer-Sheva,ISR,1,1495.56945801,2025-08-31,2025-09-14
None,Granada,ESP,2,1495.34143066,2025-09-01,2025-09-06
None,Legia,POL,1,1495.26403809,2025-09-01,2025-09-14
None,Dynamo Kyiv,UKR,1,1494.88989258,2025-09-01,2025-09-13
None,Aarhus,DEN,1,1492.93212891,2025-09-01,2025-09-14
None,Portsmouth,ENG,2,1489.56970215,2025-08-31,2025-09-14
None,Paderborn,GER,2,1489.00195312,2025-08-30,2025-09-12
None,Go Ahead Eagles,NED,1,1487.21826172,2025-08-31,2025-09-13
None,Albacete,ESP,2,1485.91503906,2025-09-01,2025-09-05
None,Preston,ENG,2,1484.37463379,2025-08-31,2025-09-13
None,Valladolid,ESP,2,1483.11560059,2025-08-31,2025-09-06
None,Moreirense,POR,1,1483.1138916,2025-08-30,2025-09-13
None,Arouca,POR,1,1482.19909668,2025-08-31,2025-09-14
None,Duesseldorf,GER,2,1480.93005371,2025-08-31,2025-09-14
None,Gent,BEL,1,1479.82519531,2025-09-01,2025-09-14
None,St Truiden,BEL,1,1479.65576172,2025-08-30,2025-09-14
None,Trabzonspor,TUR,1,1479.47094727,2025-09-01,2025-09-14
None,Frosinone,ITA,2,1479.10192871,2025-08-31,2025-09-13
None,QPR,ENG,2,1479.08630371,2025-08-31,2025-09-13
None,Burgos,ESP,2,1478.38012695,2025-09-01,2025-09-07
None,Montpellier,FRA,2,1477.93896484,2025-08-30,2025-09-15
None,Craiova,ROM,1,1477.88317871,2025-09-01,2025-09-14
None,Hull,ENG,2,1476.63183594,2025-08-31,2025-09-13
None,Razgrad,BUL,1,1475.64929199,2025-09-01,2025-09-14
None,Watford,ENG,2,1475.00732422,2025-08-31,2025-09-13
None,Zwolle,NED,1,1474.39221191,2025-09-01,2025-09-13
None,Depor,ESP,2,1473.75500488,2025-08-29,2025-09-01
None,Omonia,CYP,0,1472.90869141,2025-08-29,2025-09-17
None,Palermo,ITA,2,1472.58178711,2025-08-31,2025-09-14
None,Besiktas,TUR,1,1469.58447266,2025-09-01,2025-09-13
None,Rosenborg,NOR,1,1469.00854492,2025-09-01,2025-09-14
None,Pogon,POL,1,1468.8704834,2025-09-01,2025-09-13
None,Malaga,ESP,2,1467.87133789,2025-09-01,2025-09-06
None,Cercle Brugge,BEL,1,1467.50256348,2025-08-30,2025-09-14
None,Aris Limassol,CYP,0,1467.36401367,2025-08-29,2025-09-17
None,Estoril,POR,1,1466.68103027,2025-09-01,2025-09-06
None,Elfsborg,SWE,1,1464.77331543,2025-08-31,2025-09-14
None,Steaua,ROM,1,1464.39575195,2025-09-01,2025-09-14
None,Catanzaro,ITA,2,1462.4901123,2025-08-31,2025-09-13
None,Rapid Wien,AUT,1,1461.71533203,2025-09-01,2025-09-14
None,Gil Vicente,POR,1,1461.28466797,2025-08-30,2025-09-14
None,Westerlo,BEL,1,1459.9465332,2025-08-31,2025-09-14
None,Rio Ave,POR,1,1459.53479004,2025-09-01,2025-09-13
None,Darmstadt,GER,2,1458.18847656,2025-09-01,2025-09-13
None,Santa Clara,POR,1,1457.53039551,2025-09-01,2025-09-06
None,Larnaca,CYP,0,1457.03381348,2025-08-29,2025-09-17
None,Suedtirol,ITA,2,1456.83251953,2025-09-01,2025-09-14
None,Sheffield Weds,ENG,2,1456.75769043,2025-08-31,2025-09-13
None,Viborg,DEN,1,1455.90478516,2025-08-30,2025-09-14
None,Banik Ostrava,CZE,1,1455.90063477,2025-09-01,2025-09-13
None,Cordoba,ESP,2,1454.35668945,2025-08-31,2025-09-05
None,Wolfsberg,AUT,1,1454.22290039,2025-09-01,2025-09-13
None,Derby,ENG,2,1453.95214844,2025-08-31,2025-09-13
None,Juve Stabia,ITA,2,1453.87731934,2025-08-31,2025-09-13
None,Rubin Kazan,RUS,1,1453.67578125,2025-08-31,2025-09-12
None,Andorra CF,ESP,2,1453.25292969,2025-09-01,2025-09-08
None,Lautern,GER,2,1452.76074219,2025-09-01,2025-09-14
None,Randers,DEN,1,1452.44958496,2025-09-01,2025-09-12
None,AIK,SWE,1,1451.43127441,2025-09-01,2025-09-15
None,Casa Pia,POR,1,1451.41064453,2025-08-31,2025-09-14
None,Celje,SVN,1,1451.38525391,2025-09-01,2025-09-14
None,Molde,NOR,1,1450.91137695,2025-09-01,2025-09-13
None,Bueyueksehir,TUR,1,1450.05053711,2025-09-01,2025-09-13
None,Cracovia,POL,1,1446.2064209,2025-09-01,2025-09-19
None,Guingamp,FRA,2,1445.54602051,2025-08-31,2025-09-15
None,Castellon,ESP,2,1443.78527832,2025-08-31,2025-09-05
None,Troyes,FRA,2,1442.65527344,2025-08-30,2025-09-12
None,Cesena,ITA,2,1441.64465332,2025-08-31,2025-09-13
None,Oxford,ENG,2,1441.19238281,2025-08-31,2025-09-13
None,Birmingham,ENG,2,1440.04248047,2025-08-30,2025-09-13
None,Samsunspor,TUR,1,1439.96899414,2025-09-01,2025-09-13
None,Hertha,GER,2,1438.80187988,2025-08-30,2025-09-13
None,Silkeborg,DEN,1,1438.30908203,2025-09-01,2025-09-14
None,Tromso,NOR,1,1437.84411621,2025-09-01,2025-09-14
None,Sampdoria,ITA,2,1437.73193359,2025-09-01,2025-09-13
None,Bari,ITA,2,1436.93225098,2025-09-01,2025-09-13
None,Gornik,POL,1,1436.16210938,2025-08-31,2025-09-15
None,Magdeburg,GER,2,1435.59680176,2025-09-01,2025-09-12
None,Laval,FRA,2,1434.98449707,2025-08-30,2025-09-12
None,Dunkerque,FRA,2,1434.45959473,2025-08-30,2025-09-13
None,Modena,ITA,2,1433.97668457,2025-09-01,2025-09-13
None,Maccabi Haifa,ISR,1,1433.77514648,2025-09-01,2025-09-15
None,Leuven,BEL,1,1433.76000977,2025-09-01,2025-09-13
None,Baltika,RUS,1,1433.69970703,2025-09-01,2025-09-14
None,Aris,GRE,1,1432.42773438,2025-08-31,2025-09-13
None,Zaragoza,ESP,2,1431.38598633,2025-08-31,2025-09-06
None,Wrexham,ENG,2,1430.29345703,2025-08-31,2025-09-13
None,Heerenveen,NED,1,1430.00769043,2025-08-31,2025-09-13
None,Rodez,FRA,2,1429.35131836,2025-08-30,2025-09-12
None,StGallen,SUI,1,1429.22888184,2025-09-01,2025-09-13
None,Rostov,RUS,1,1428.76635742,2025-08-31,2025-09-14
None,Bastia,FRA,2,1428.44506836,2025-08-31,2025-09-12
None,Schalke,GER,2,1428.43518066,2025-09-01,2025-09-13
None,Sociedad B,ESP,2,1428.22570801,2025-08-30,2025-09-07
None,Austria Wien,AUT,1,1427.11340332,2025-09-01,2025-09-14
None,Groningen,NED,1,1426.85083008,2025-08-30,2025-09-14
None,Carrarese,ITA,2,1425.80834961,2025-09-01,2025-09-13
None,Clermont,FRA,2,1425.73132324,2025-08-30,2025-09-13
None,Muenster,GER,2,1424.75244141,2025-08-31,2025-09-14
None,Standard,BEL,1,1424.68408203,2025-09-01,2025-09-12
None,Sittard,NED,1,1424.46948242,2025-09-01,2025-09-14
None,Hajduk,CRO,1,1423.34423828,2025-09-01,2025-09-13
None,Charlton,ENG,2,1422.03881836,2025-08-31,2025-09-13
None,Hibernian,SCO,1,1421.52844238,2025-09-01,2025-09-13
None,Annecy,FRA,2,1421.43261719,2025-08-30,2025-09-13
None,GAIS,SWE,1,1421.26940918,2025-09-01,2025-09-14
None,Reggiana,ITA,2,1418.71508789,2025-08-30,2025-09-13
None,Servette,SUI,1,1418.17736816,2025-09-01,2025-09-13
None,Pau,FRA,2,1417.2734375,2025-08-30,2025-09-12
None,Korona,POL,1,1417.26269531,2025-08-31,2025-09-13
None,Hearts,SCO,1,1416.71936035,2025-08-31,2025-09-13
None,Lausanne,SUI,1,1415.0736084,2025-09-01,2025-09-14
None,Mantova,ITA,2,1413.84680176,2025-08-31,2025-09-14
None,Goeztepe,TUR,1,1413.55322266,2025-08-30,2025-09-14
None,Konyaspor,TUR,1,1413.11816406,2025-08-30,2025-09-13
None,Nuernberg,GER,2,1410.51940918,2025-08-30,2025-09-13
None,Levski,BUL,1,1410.28466797,2025-09-01,2025-09-14
None,Goeteborg,SWE,1,1410.27734375,2025-08-31,2025-09-15
None,Piast Gliwice,POL,1,1410.11071777,2025-08-31,2025-09-13
None,Haecken,SWE,1,1408.54882812,2025-09-01,2025-09-15
None,Nacional,POR,1,1408.07287598,2025-08-31,2025-09-13
None,Grenoble,FRA,2,1407.31311035,2025-08-31,2025-09-13
None,CFR Cluj,ROM,1,1406.47766113,2025-09-01,2025-09-13
None,Alanyaspor,TUR,1,1406.42028809,2025-09-01,2025-09-13
None,Fuerth,GER,2,1404.98352051,2025-09-01,2025-09-14
None,Leonesa,ESP,2,1404.70629883,2025-08-30,2025-09-07
None,Ceuta,ESP,2,1402.81115723,2025-08-31,2025-09-07
None,Rapid Bucuresti,ROM,1,1401.4230957,2025-08-30,2025-09-12
None,SonderjyskE,DEN,1,1400.42224121,2025-09-01,2025-09-12
None,Amiens,FRA,2,1399.9909668,2025-08-30,2025-09-12
None,Rijeka,CRO,1,1399.66845703,2025-09-01,2025-09-13
None,Nancy,FRA,2,1399.36291504,2025-08-30,2025-09-12
None,Kryliya Sovetov,RUS,1,1398.45568848,2025-09-01,2025-09-14
None,LASK,AUT,1,1397.30859375,2025-08-31,2025-09-13
None,Red Star,FRA,2,1397.24450684,2025-08-30,2025-09-12
None,Kasimpasa,TUR,1,1393.48754883,2025-08-31,2025-09-13
None,Luzern,SUI,1,1392.45251465,2025-09-01,2025-09-14
None,Slovan Liberec,CZE,1,1391.90527344,2025-09-01,2025-09-13
None,Puskas Akademia,HUN,1,1391.07287598,2025-08-31,2025-09-20
None,Hradec Kralove,CZE,1,1390.94396973,2025-08-31,2025-09-14
None,Partizan,SRB,1,1390.4029541,2025-08-31,2025-09-14
None,Fredrikstad,NOR,1,1390.27526855,2025-09-01,2025-09-13
None,KFUM Oslo,NOR,1,1387.15869141,2025-09-01,2025-09-14
None,Braunschweig,GER,2,1386.57336426,2025-08-31,2025-09-13
None,Terek Grozny,RUS,1,1385.68798828,2025-08-31,2025-09-13
None,Kayseri,TUR,1,1385.1328125,2025-08-31,2025-09-14
None,Sandefjord,NOR,1,1383.59936523,2025-09-01,2025-09-14
None,Slovan Bratislava,SLK,0,1382.40673828,2025-08-29,2025-10-02
None,Radomiak,POL,1,1381.44335938,2025-08-30,2025-09-14
None,Paksi,HUN,1,1381.00280762,2025-08-30,2025-09-20
None,Heracles,NED,1,1380.82739258,2025-08-30,2025-09-14
None,Katowice,POL,1,1379.44384766,2025-08-30,2025-09-12
None,Estrela Amadora,POR,1,1379.0579834,2025-09-01,2025-09-14
None,Zuerich,SUI,1,1378.6048584,2025-08-31,2025-09-13
None,Le Mans,FRA,2,1378.21728516,2025-08-31,2025-09-12
None,Entella,ITA,2,1376.04577637,2025-08-31,2025-09-14
None,Sarpsborg,NOR,1,1375.65844727,2025-09-01,2025-09-14
None,IK Sirius,SWE,1,1375.55090332,2025-09-01,2025-09-14
None,Dender,BEL,1,1375.2109375,2025-08-31,2025-09-13
None,Bielefeld,GER,2,1373.46838379,2025-08-31,2025-09-12
None,Tondela,POR,1,1373.22619629,2025-09-01,2025-09-12
None,Alverca,POR,1,1372.36206055,2025-09-01,2025-09-12
None,Sigma Olomouc,CZE,1,1371.91015625,2025-09-01,2025-09-13
None,Padova,ITA,2,1370.65661621,2025-09-01,2025-09-13
None,Rizespor,TUR,1,1370.16259766,2025-08-31,2025-09-15
None,Fredericia,DEN,1,1369.85632324,2025-09-01,2025-09-15
None,Plock,POL,1,1369.69787598,2025-08-30,2025-09-19
None,Hartberg,AUT,1,1369.19189453,2025-09-01,2025-09-14
None,Avellino,ITA,2,1368.35437012,2025-09-01,2025-09-12
None,St Mirren,SCO,1,1368.27587891,2025-09-01,2025-09-13
None,Gaziantep FK,TUR,1,1367.63330078,2025-08-31,2025-09-14
None,Volendam,NED,1,1367.38769531,2025-08-31,2025-09-13
None,Lugano,SUI,1,1365.75012207,2025-09-01,2025-09-13
None,Motor Lublin,POL,1,1363.5324707,2025-08-31,2025-09-14
None,Gyoer,HUN,1,1362.58874512,2025-09-01,2025-09-20
None,Telstar,NED,1,1361.65283203,2025-08-31,2025-09-14
None,Eyupspor,TUR,1,1359.93859863,2025-09-01,2025-09-13
None,Boulogne,FRA,2,1358.35131836,2025-08-30,2025-09-12
None,Universitatea Cluj,ROM,1,1357.29907227,2025-08-31,2025-09-12
None,Valerenga,NOR,1,1356.90063477,2025-08-31,2025-09-13
None,Atromitos,GRE,1,1356.5657959,2025-09-01,2025-09-13
None,Lubin,POL,1,1355.74865723,2025-08-31,2025-09-12
None,Pescara,ITA,2,1355.26989746,2025-08-31,2025-09-13
None,Antalyaspor,TUR,1,1354.32067871,2025-08-31,2025-09-13
None,Widzew,POL,1,1354.24365234,2025-09-01,2025-09-14
None,FK Astana,KAZ,0,1354.2199707,2025-08-27,2025-09-18
None,Breda,NED,1,1352.59838867,2025-09-01,2025-09-13
None,Levadeiakos,GRE,1,1352.30725098,2025-09-01,2025-09-14
None,Maribor,SVN,1,1352.23718262,2025-09-01,2025-09-13
None,Sion,SUI,1,1352.20532227,2025-08-31,2025-09-14
None,Odense,DEN,1,1351.26220703,2025-09-01,2025-09-14
None,Excelsior,NED,1,1350.56799316,2025-08-31,2025-09-14
None,Akron Togliatti,RUS,1,1349.95227051,2025-09-01,2025-09-13
None,Shamrock,IRL,0,1349.6451416,2025-08-29,2025-10-02
None,Vejle,DEN,1,1349.61694336,2025-08-30,2025-09-15
None,Dynamo Makhachkala,RUS,1,1348.76696777,2025-09-01,2025-09-12
None,Orenburg,RUS,1,1347.84313965,2025-08-31,2025-09-13
None,AVS Futebol,POR,1,1347.6081543,2025-08-31,2025-09-13
None,Brommapojkarna,SWE,1,1345.15478516,2025-08-31,2025-09-15
None,Olimpija Ljubljana,SVN,1,1344.76037598,2025-09-01,2025-09-13
None,Hapoel Haifa,ISR,1,1344.11706543,2025-08-31,2025-09-21
None,Nieciecza,POL,1,1340.79602051,2025-08-31,2025-09-14
None,Trnava,SLK,0,1339.08483887,2025-08-29,2025-10-02
None,Zilina,SLK,0,1338.80725098,2025-08-29,2025-10-02
None,Bohemians Praha,CZE,1,1337.89074707,2025-08-31,2025-09-14
None,Sheriff Tiraspol,MOL,0,1337.35595703,2025-08-15,2025-12-31
None,Dinamo Bucuresti,ROM,1,1337.14453125,2025-08-31,2025-09-15
