Rank,Club,Country,Level,Elo,From,To
54,Mainz,GER,1,1709.29589844,2025-01-01,2025-01-04
55,Celtic,SCO,1,1703.24353027,2025-01-01,2025-01-02
56,Slavia Praha,CZE,1,1696.82727051,2025-01-01,2025-01-02
57,Wolves,ENG,1,1686.93383789,2025-01-01,2025-01-06
58,Genoa,ITA,1,1682.75366211,2025-01-01,2025-01-05
59,Betis,ESP,1,1681.00146484,2025-01-01,2025-01-06
60,Werder,GER,1,1678.71411133,2025-01-01,2025-01-06
61,Ajax,NED,1,1678.3137207,2025-01-01,2025-01-06
62,Fenerbahce,TUR,1,1675.58837891,2025-01-01,2025-01-03
63,Udinese,ITA,1,1675.56884766,2025-01-01,2025-01-03
64,Freiburg,GER,1,1673.98876953,2025-01-01,2025-01-03
65,St Gillis,BEL,1,1672.55651855,2025-01-01,2025-01-03
66,Nice,FRA,1,1671.20947266,2025-01-01,2025-01-03
67,Gladbach,GER,1,1663.31665039,2025-01-01,2025-01-05
68,Mallorca,ESP,1,1663.12963867,2025-01-01,2025-01-05
69,Toulouse,FRA,1,1662.26672363,2025-01-01,2025-01-05
70,Rennes,FRA,1,1661.25073242,2025-01-01,2025-01-03
71,Wolfsburg,GER,1,1660.85766602,2025-01-01,2025-01-03
72,Osasuna,ESP,1,1660.63745117,2025-01-01,2025-01-03
73,Leeds,ENG,2,1659.88317871,2025-01-01,2025-01-01
74,Burnley,ENG,2,1659.62683105,2025-01-01,2025-01-01
75,Sevilla,ESP,1,1657.78125,2025-01-01,2025-01-01
76,Celta,ESP,1,1655.64904785,2025-01-01,2025-01-01
77,Anderlecht,BEL,1,1655.3894043,2025-01-01,2025-01-01
78,Empoli,ITA,1,1653.36743164,2025-01-01,2025-01-01
79,Reims,FRA,1,1650.95837402,2025-01-01,2025-01-04
80,Olympiakos,GRE,1,1638.91162109,2025-01-01,2025-01-04
81,Sassuolo,ITA,2,1635.22143555,2025-01-01,2025-01-04
82,Zenit,RUS,1,1634.92004395,2025-01-01,2025-01-04
83,Rayo Vallecano,ESP,1,1631.42919922,2025-01-01,2025-01-04
84,Monza,ITA,1,1630.19128418,2025-01-01,2025-01-04
85,Genk,BEL,1,1629.46069336,2025-01-01,2025-01-04
86,Leicester,ENG,1,1627.46325684,2025-01-01,2025-01-04
87,Braga,POR,1,1625.06262207,2025-01-01,2025-01-02
88,Sparta Praha,CZE,1,1624.62243652,2025-01-01,2025-01-02
89,Verona,ITA,1,1623.94848633,2025-01-01,2025-01-02
90,Strasbourg,FRA,1,1621.11376953,2025-01-01,2025-01-02
91,Alaves,ESP,1,1618.25793457,2025-01-01,2025-01-02
92,Union Berlin,GER,1,1616.83251953,2025-01-01,2025-01-02
93,Twente,NED,1,1614.98486328,2025-01-01,2025-01-02
94,Las Palmas,ESP,1,1614.47460938,2025-01-01,2025-01-02
95,Viktoria Plzen,CZE,1,1613.38061523,2025-01-01,2025-01-02
96,Hoffenheim,GER,1,1613.27770996,2025-01-01,2025-01-02
97,Valencia,ESP,1,1612.65710449,2025-01-01,2025-01-02
98,Crvena Zvezda,SRB,1,1612.23632812,2025-01-01,2025-01-02
99,Alkmaar,NED,1,1610.66149902,2025-01-01,2025-01-02
100,Rangers,SCO,1,1610.17199707,2025-01-01,2025-01-02
None,Auxerre,FRA,1,1609.45129395,2025-01-01,2025-01-05
None,Getafe,ESP,1,1608.5324707,2025-01-01,2025-01-12
None,Ipswich,ENG,1,1605.53735352,2025-01-01,2025-01-05
None,Lecce,ITA,1,1602.65246582,2025-01-01,2025-01-05
None,Sheffield United,ENG,2,1601.26757812,2025-01-01,2025-01-01
None,Parma,ITA,1,1598.79650879,2025-01-01,2025-01-05
None,Cagliari,ITA,1,1597.95153809,2025-01-01,2025-01-05
None,Guimaraes,POR,1,1596.13134766,2025-01-01,2025-01-03
None,FC Krasnodar,RUS,1,1595.18713379,2025-01-01,2025-03-01
None,Spartak Moskva,RUS,1,1590.59326172,2025-01-01,2025-03-02
None,Antwerp,BEL,1,1589.61425781,2025-01-01,2025-01-12
None,Como,ITA,1,1587.39611816,2025-01-01,2025-01-10
None,Augsburg,GER,1,1585.06091309,2025-01-01,2025-01-12
None,Montpellier,FRA,1,1584.84143066,2025-01-01,2025-01-04
None,PAOK,GRE,1,1584.82446289,2025-01-01,2025-01-05
None,Sturm Graz,AUT,1,1584.32507324,2025-01-01,2025-01-21
None,Gent,BEL,1,1583.52209473,2025-01-01,2025-01-12
None,Bodoe Glimt,NOR,1,1582.45214844,2025-01-01,2025-01-23
None,Lorient,FRA,2,1582.41320801,2025-01-01,2025-01-04
None,FC Kobenhavn,DEN,1,1581.38916016,2025-01-01,2025-01-23
None,St Pauli,GER,1,1578.01696777,2025-01-01,2025-01-11
None,Almeria,ESP,2,1576.32495117,2025-01-01,2025-01-12
None,Espanyol,ESP,1,1574.23815918,2025-01-01,2025-01-11
None,Leganes,ESP,1,1572.94177246,2025-01-01,2025-01-11
None,Venezia,ITA,1,1570.87841797,2025-01-01,2025-01-04
None,Koeln,GER,2,1569.69934082,2025-01-01,2025-01-18
None,Southampton,ENG,1,1569.21118164,2025-01-01,2025-01-04
None,AEK,GRE,1,1561.48083496,2025-01-01,2025-01-05
None,Midtjylland,DEN,1,1559.75537109,2025-01-01,2025-01-23
None,Utrecht,NED,1,1559.13220215,2025-01-01,2025-01-12
None,Heidenheim,GER,1,1558.4029541,2025-01-01,2025-01-11
None,Salzburg,AUT,1,1556.88085938,2025-01-01,2025-01-21
None,West Brom,ENG,2,1554.58886719,2025-01-01,2025-01-01
None,Middlesbrough,ENG,2,1553.27685547,2025-01-01,2025-01-01
None,Dynamo Moskva,RUS,1,1552.93725586,2025-01-01,2025-03-02
None,Panathinaikos,GRE,1,1550.95605469,2025-01-01,2025-01-05
None,Brondby,DEN,1,1548.23352051,2025-01-01,2025-01-23
None,Hamburg,GER,2,1548.15368652,2025-01-01,2025-01-18
None,Nantes,FRA,1,1547.92626953,2025-01-01,2025-01-04
None,Lok Moskva,RUS,1,1547.65649414,2025-01-01,2025-02-28
None,Elche,ESP,2,1547.5579834,2025-01-01,2025-01-12
None,Valladolid,ESP,1,1547.41723633,2025-01-01,2025-01-11
None,Levante,ESP,2,1547.10961914,2025-01-01,2025-01-07
None,CSKA Moskva,RUS,1,1546.19458008,2025-01-01,2025-03-01
None,Metz,FRA,2,1543.74560547,2025-01-01,2025-01-04
None,Oviedo,ESP,2,1543.72668457,2025-01-01,2025-01-11
None,Maccabi Haifa,ISR,1,1543.30407715,2025-01-01,2025-01-02
None,Nordsjaelland,DEN,1,1541.03308105,2025-01-01,2025-01-23
None,Shakhtar,UKR,1,1539.86889648,2025-01-01,2025-01-21
None,Granada,ESP,2,1539.22509766,2025-01-01,2025-01-10
None,Pisa,ITA,2,1539.09631348,2025-01-01,2025-01-13
None,Spezia,ITA,2,1537.20495605,2025-01-01,2025-01-12
None,M Tel Aviv,ISR,1,1534.82897949,2025-01-01,2025-01-04
None,Razgrad,BUL,1,1534.09570312,2025-01-01,2025-01-23
None,Cremonese,ITA,2,1532.7220459,2025-01-01,2025-01-12
None,Bochum,GER,1,1532.21777344,2025-01-01,2025-01-11
None,Sunderland,ENG,2,1531.59313965,2025-01-01,2025-01-01
None,Dinamo Zagreb,CRO,1,1528.93554688,2025-01-01,2025-01-22
None,Mechelen,BEL,1,1527.90234375,2025-01-01,2025-01-12
None,Cercle Brugge,BEL,1,1527.42810059,2025-01-01,2025-01-12
None,Huesca,ESP,2,1524.89819336,2025-01-01,2025-01-11
None,Karabakh Agdam,AZE,0,1524.88903809,2025-01-01,2025-01-23
None,Malmoe,SWE,1,1524.77526855,2025-01-01,2025-01-23
None,Duesseldorf,GER,2,1523.68701172,2025-01-01,2025-01-17
None,Santander,ESP,2,1521.99621582,2025-01-01,2025-01-11
None,Mirandes,ESP,2,1521.33325195,2025-01-01,2025-01-11
None,Holstein,GER,1,1517.85742188,2025-01-01,2025-01-11
None,Paris FC,FRA,2,1517.69750977,2025-01-01,2025-01-03
None,Frosinone,ITA,2,1516.65100098,2025-01-01,2025-01-12
None,Legia,POL,1,1515.83227539,2025-01-01,2025-02-02
None,Le Havre,FRA,1,1515.55493164,2025-01-01,2025-01-05
None,Cadiz,ESP,2,1512.34313965,2025-01-01,2025-01-12
None,Karlsruhe,GER,2,1509.25402832,2025-01-01,2025-01-19
None,Eibar,ESP,2,1506.42883301,2025-01-01,2025-01-13
None,Norwich,ENG,2,1506.07165527,2025-01-01,2025-01-01
None,Lech,POL,1,1505.84863281,2025-01-01,2025-01-31
None,Aarhus,DEN,1,1505.80749512,2025-01-01,2025-01-23
None,Rakow,POL,1,1505.26831055,2025-01-01,2025-02-01
None,Saint-Etienne,FRA,1,1505.02392578,2025-01-01,2025-01-04
None,Blackburn,ENG,2,1504.4642334,2025-01-01,2025-01-01
None,Watford,ENG,2,1502.60327148,2025-01-01,2025-01-01
None,Swansea,ENG,2,1502.24475098,2025-01-01,2025-01-01
None,Angers,FRA,1,1501.55371094,2025-01-01,2025-01-05
None,Young Boys,SUI,1,1500.29248047,2025-01-01,2025-01-18
None,Leuven,BEL,1,1500.26037598,2025-01-01,2025-01-11
None,Bristol City,ENG,2,1500.22387695,2025-01-01,2025-01-01
None,Ferencvaros,HUN,1,1498.55419922,2025-01-01,2025-01-23
None,Molde,NOR,1,1497.55419922,2025-01-01,2025-01-23
None,Brann,NOR,1,1496.36022949,2025-01-01,2025-01-23
None,Moreirense,POR,1,1495.40942383,2025-01-01,2025-01-04
None,Charleroi,BEL,1,1494.21936035,2025-01-01,2025-01-11
None,Gijon,ESP,2,1494.16296387,2025-01-01,2025-01-11
None,Elfsborg,SWE,1,1494.00219727,2025-01-01,2025-01-23
None,Rapid Wien,AUT,1,1493.77502441,2025-01-01,2025-01-21
None,Catanzaro,ITA,2,1493.35144043,2025-01-01,2025-01-12
None,Dynamo Kyiv,UKR,1,1492.94396973,2025-01-01,2025-01-21
None,Famalicao,POR,1,1492.65332031,2025-01-01,2025-01-05
None,Paderborn,GER,2,1492.4296875,2025-01-01,2025-01-19
None,Steaua,ROM,1,1491.6192627,2025-01-01,2025-01-17
None,Darmstadt,GER,2,1491.55200195,2025-01-01,2025-01-17
None,Coventry,ENG,2,1491.50488281,2025-01-01,2025-01-01
None,Millwall,ENG,2,1490.56274414,2025-01-01,2025-01-01
None,Luton,ENG,2,1489.52722168,2025-01-01,2025-01-01
None,Go Ahead Eagles,NED,1,1487.67871094,2025-01-01,2025-01-10
None,Banik Ostrava,CZE,1,1485.51330566,2025-01-01,2025-01-22
None,Zaragoza,ESP,2,1484.91040039,2025-01-01,2025-01-12
None,Jagiellonia,POL,1,1483.84094238,2025-01-01,2025-02-02
None,Beer-Sheva,ISR,1,1480.49035645,2025-01-01,2025-01-04
None,Hannover,GER,2,1479.97412109,2025-01-01,2025-01-17
None,Bari,ITA,2,1479.4979248,2025-01-01,2025-01-12
None,Casa Pia,POR,1,1478.98327637,2025-01-01,2025-01-05
None,Hammarby,SWE,1,1478.61486816,2025-01-01,2025-01-23
None,Sheffield Weds,ENG,2,1477.70825195,2025-01-01,2025-01-01
None,Clermont,FRA,2,1476.5838623,2025-01-01,2025-01-03
None,Viking,NOR,1,1475.91125488,2025-01-01,2025-01-23
None,Rostov,RUS,1,1474.72924805,2025-01-01,2025-03-02
None,Randers,DEN,1,1473.6607666,2025-01-01,2025-01-23
None,Preston,ENG,2,1473.30554199,2025-01-01,2025-01-01
None,Hertha,GER,2,1472.30749512,2025-01-01,2025-01-19
None,Sampdoria,ITA,2,1471.93908691,2025-01-01,2025-01-12
None,Albacete,ESP,2,1471.27685547,2025-01-01,2025-01-11
None,Bueyueksehir,TUR,1,1470.81201172,2025-01-01,2025-01-04
None,Austria Wien,AUT,1,1470.30871582,2025-01-01,2025-01-21
None,Palermo,ITA,2,1469.57470703,2025-01-01,2025-01-12
None,Rio Ave,POR,1,1469.4543457,2025-01-01,2025-01-06
None,Besiktas,TUR,1,1469.28015137,2025-01-01,2025-01-03
None,St Truiden,BEL,1,1468.32519531,2025-01-01,2025-01-11
None,Lugano,SUI,1,1468.12255859,2025-01-01,2025-01-19
None,Malaga,ESP,2,1467.30895996,2025-01-01,2025-01-11
None,Paphos,CYP,0,1466.84765625,2025-01-01,2025-02-13
None,Hajduk,CRO,1,1465.68579102,2025-01-01,2025-01-22
None,Djurgarden,SWE,1,1464.28564453,2025-01-01,2025-01-23
None,Nijmegen,NED,1,1463.83679199,2025-01-01,2025-01-11
None,QPR,ENG,2,1462.15270996,2025-01-01,2025-01-01
None,Servette,SUI,1,1461.8326416,2025-01-01,2025-01-18
None,Rodez,FRA,2,1461.76379395,2025-01-01,2025-01-03
None,Modena,ITA,2,1461.14428711,2025-01-01,2025-01-12
None,Schalke,GER,2,1460.61328125,2025-01-01,2025-01-18
None,Salernitana,ITA,2,1460.50805664,2025-01-01,2025-01-12
None,Santa Clara,POR,1,1460.26635742,2025-01-01,2025-01-05
None,Standard,BEL,1,1459.71374512,2025-01-01,2025-01-10
None,Westerlo,BEL,1,1459.63049316,2025-01-01,2025-01-11
None,Gil Vicente,POR,1,1459.16821289,2025-01-01,2025-01-06
None,Basel,SUI,1,1457.28552246,2025-01-01,2025-01-19
None,Silkeborg,DEN,1,1455.90905762,2025-01-01,2025-01-23
None,Trabzonspor,TUR,1,1455.86035156,2025-01-01,2025-01-04
None,Hull,ENG,2,1455.23449707,2025-01-01,2025-01-01
None,Juve Stabia,ITA,2,1455.12670898,2025-01-01,2025-01-12
None,Arouca,POR,1,1455.07373047,2025-01-01,2025-01-04
None,Rijeka,CRO,1,1453.1105957,2025-01-01,2025-01-22
None,Brescia,ITA,2,1452.67663574,2025-01-01,2025-01-12
None,Burgos,ESP,2,1452.63916016,2025-01-01,2025-01-10
None,Annecy,FRA,2,1452.36975098,2025-01-01,2025-01-03
None,Carrarese,ITA,2,1452.06311035,2025-01-01,2025-01-13
None,Rosenborg,NOR,1,1451.50866699,2025-01-01,2025-01-23
None,Sittard,NED,1,1451.07287598,2025-01-01,2025-01-10
None,Magdeburg,GER,2,1450.05883789,2025-01-01,2025-01-19
None,Lautern,GER,2,1448.24267578,2025-01-01,2025-01-18
None,Stoke,ENG,2,1448.03515625,2025-01-01,2025-01-01
None,Omonia,CYP,0,1446.68115234,2025-01-01,2025-02-13
None,Castellon,ESP,2,1444.50549316,2025-01-01,2025-01-11
None,Guingamp,FRA,2,1444.25732422,2025-01-01,2025-01-04
None,Bastia,FRA,2,1444.18139648,2025-01-01,2025-01-03
None,Depor,ESP,2,1443.56762695,2025-01-01,2025-01-11
None,Gornik,POL,1,1443.27001953,2025-01-01,2025-02-02
None,Cordoba,ESP,2,1443.26306152,2025-01-01,2025-01-12
None,Cosenza,ITA,2,1441.53198242,2025-01-01,2025-01-12
None,Rubin Kazan,RUS,1,1441.09082031,2025-01-01,2025-03-01
None,Pogon,POL,1,1440.96557617,2025-01-01,2025-02-01
None,StGallen,SUI,1,1439.58618164,2025-01-01,2025-01-18
None,Aris,GRE,1,1439.53027344,2025-01-01,2025-01-05
None,Mlada Boleslav,CZE,1,1438.87548828,2025-01-01,2025-01-22
None,Larnaca,CYP,0,1438.69396973,2025-01-01,2025-02-13
None,Reggiana,ITA,2,1437.21435547,2025-01-01,2025-01-12
None,Elversberg,GER,2,1436.43103027,2025-01-01,2025-01-19
None,Laval,FRA,2,1436.12158203,2025-01-01,2025-01-04
None,Olimpija Ljubljana,SVN,1,1435.54675293,2025-01-01,2025-02-02
None,CFR Cluj,ROM,1,1432.78979492,2025-01-01,2025-01-19
None,APOEL,CYP,0,1432.52429199,2025-01-01,2025-02-13
None,Derby,ENG,2,1432.37536621,2025-01-01,2025-01-01
None,Cesena,ITA,2,1431.23022461,2025-01-01,2025-01-12
None,Mantova,ITA,2,1430.47155762,2025-01-01,2025-01-12
None,Sparta Rotterdam,NED,1,1430.42456055,2025-01-01,2025-01-11
None,AIK,SWE,1,1429.11694336,2025-01-01,2025-01-23
None,Jablonec,CZE,1,1426.62084961,2025-01-01,2025-01-22
None,Viborg,DEN,1,1426.29760742,2025-01-01,2025-01-23
None,Dender,BEL,1,1425.84350586,2025-01-01,2025-01-12
None,Kasimpasa,TUR,1,1425.7298584,2025-01-01,2025-01-05
None,Cittadella,ITA,2,1425.65515137,2025-01-01,2025-01-12
None,Dunkerque,FRA,2,1424.1385498,2025-01-01,2025-01-04
None,Amiens,FRA,2,1422.33105469,2025-01-01,2025-01-03
None,Zuerich,SUI,1,1420.42419434,2025-01-01,2025-01-19
None,Cracovia,POL,1,1420.09838867,2025-01-01,2025-02-01
None,Tenerife,ESP,2,1418.71081543,2025-01-01,2025-01-07
None,Heerenveen,NED,1,1418.42199707,2025-01-01,2025-01-12
None,Lausanne,SUI,1,1418.40368652,2025-01-01,2025-01-19
None,Samsunspor,TUR,1,1417.92211914,2025-01-01,2025-01-04
None,Fuerth,GER,2,1417.83166504,2025-01-01,2025-01-18
None,Alanyaspor,TUR,1,1417.34289551,2025-01-01,2025-01-03
None,Piast Gliwice,POL,1,1416.47729492,2025-01-01,2025-02-03
None,Eldense,ESP,2,1415.80310059,2025-01-01,2025-01-13
None,Hradec Kralove,CZE,1,1415.11535645,2025-01-01,2025-01-22
None,Farense,POR,1,1414.30285645,2025-01-01,2025-01-05
None,Slovan Bratislava,SLK,0,1414.15673828,2025-01-01,2025-01-21
None,Caen,FRA,2,1413.67089844,2025-01-01,2025-01-03
None,Ferrol,ESP,2,1413.23803711,2025-01-01,2025-01-11
None,Estoril,POR,1,1412.15441895,2025-01-01,2025-01-05
None,Mjaellby,SWE,1,1411.22644043,2025-01-01,2025-01-23
None,Troyes,FRA,2,1411.12976074,2025-01-01,2025-01-03
None,Suedtirol,ITA,2,1411.12487793,2025-01-01,2025-01-12
None,Wolfsberg,AUT,1,1410.50830078,2025-01-01,2025-01-21
None,Haecken,SWE,1,1409.7755127,2025-01-01,2025-01-23
None,Craiova,ROM,1,1409.53466797,2025-01-01,2025-01-19
None,Pau,FRA,2,1408.60656738,2025-01-01,2025-01-04
None,Osijek,CRO,1,1408.36523438,2025-01-01,2025-01-22
None,Nuernberg,GER,2,1407.63317871,2025-01-01,2025-01-19
None,Puskas Akademia,HUN,1,1407.57226562,2025-01-01,2025-01-23
None,LASK,AUT,1,1406.88574219,2025-01-01,2025-01-21
None,Estrela Amadora,POR,1,1405.01611328,2025-01-01,2025-01-05
None,Portsmouth,ENG,2,1404.90258789,2025-01-01,2025-01-01
None,Zwolle,NED,1,1404.4543457,2025-01-01,2025-01-11
None,Cardiff,ENG,2,1403.74267578,2025-01-01,2025-01-01
None,Slovan Liberec,CZE,1,1403.51611328,2025-01-01,2025-01-22
None,Kryliya Sovetov,RUS,1,1402.77941895,2025-01-01,2025-03-01
None,AVS Futebol,POR,1,1399.63745117,2025-01-01,2025-01-04
None,Oxford,ENG,2,1397.54638672,2025-01-01,2025-01-01
None,Luzern,SUI,1,1397.10827637,2025-01-01,2025-01-19
None,Sivasspor,TUR,1,1395.90393066,2025-01-01,2025-01-12
None,Boavista,POR,1,1394.52685547,2025-01-01,2025-01-04
None,Slovacko,CZE,1,1394.25817871,2025-01-01,2025-01-22
None,Hartberg,AUT,1,1393.45861816,2025-01-01,2025-01-21
None,Konyaspor,TUR,1,1391.54577637,2025-01-01,2025-01-03
None,Goeztepe,TUR,1,1390.86035156,2025-01-01,2025-01-04
None,Nacional,POR,1,1388.49401855,2025-01-01,2025-01-03
None,Cartagena,ESP,2,1387.39477539,2025-01-01,2025-01-11
None,Eyupspor,TUR,1,1385.7989502,2025-01-01,2025-01-04
None,Cherno More,BUL,1,1385.69384766,2025-01-01,2025-01-23
None,Antalyaspor,TUR,1,1384.80822754,2025-01-01,2025-01-04
None,Willem II,NED,1,1384.33862305,2025-01-01,2025-01-12
None,Sigma Olomouc,CZE,1,1383.27099609,2025-01-01,2025-01-22
None,Grenoble,FRA,2,1382.06530762,2025-01-01,2025-01-03
None,Plymouth,ENG,2,1378.29077148,2025-01-01,2025-01-01
None,Trnava,SLK,0,1377.41955566,2025-01-01,2025-01-21
None,Muenster,GER,2,1377.03710938,2025-01-01,2025-01-18
None,Maribor,SVN,1,1376.85705566,2025-01-01,2025-02-01
None,Sheriff Tiraspol,MOL,0,1376.75268555,2025-01-01,2025-07-08
None,Aberdeen,SCO,1,1375.62683105,2025-01-01,2025-01-02
None,Ulm,GER,2,1374.2220459,2025-01-01,2025-01-18
None,Terek Grozny,RUS,1,1373.49609375,2025-01-01,2025-03-01
None,IK Sirius,SWE,1,1373.47631836,2025-01-01,2025-01-23
None,Tromso,NOR,1,1372.58337402,2025-01-01,2025-01-23
None,Gaziantep FK,TUR,1,1372.25415039,2025-01-01,2025-01-05
None,Ruzomberok,SLK,0,1371.51733398,2025-01-01,2025-01-21
None,Hapoel Haifa,ISR,1,1371.48376465,2025-01-01,2025-01-01
None,Universitatea Cluj,ROM,1,1370.13391113,2025-01-01,2025-01-18
None,Levski,BUL,1,1369.79492188,2025-01-01,2025-01-23
None,Breda,NED,1,1368.90209961,2025-01-01,2025-01-12
None,Sepsi,ROM,1,1368.02514648,2025-01-01,2025-01-17
None,Fakel Voronezh,RUS,1,1367.53063965,2025-01-01,2025-03-02
None,Fredrikstad,NOR,1,1367.21252441,2025-01-01,2025-01-23
None,Ajaccio,FRA,2,1365.40783691,2025-01-01,2025-01-03
None,Rapid Bucuresti,ROM,1,1365.07568359,2025-01-01,2025-01-20
None,Sion,SUI,1,1363.50854492,2025-01-01,2025-01-18
None,Hearts,SCO,1,1362.01403809,2025-01-01,2025-01-02
None,Widzew,POL,1,1361.67919922,2025-01-01,2025-01-31
None,Sarpsborg,NOR,1,1360.72314453,2025-01-01,2025-01-23
None,Rizespor,TUR,1,1359.97949219,2025-01-01,2025-01-03
None,Kortrijk,BEL,1,1359.63977051,2025-01-01,2025-01-10
None,Celje,SVN,1,1359.25,2025-01-01,2025-02-01
None,Teplice,CZE,1,1358.23083496,2025-01-01,2025-01-22
None,Heracles,NED,1,1357.99401855,2025-01-01,2025-01-11
None,Stromsgodset,NOR,1,1355.78063965,2025-01-01,2025-01-23
None,Slask,POL,1,1354.75073242,2025-01-01,2025-02-03
None,FK Astana,KAZ,0,1354.60595703,2025-01-01,2025-07-08
None,Groningen,NED,1,1354.40344238,2025-01-01,2025-01-12
None,Bohemians Praha,CZE,1,1353.70617676,2025-01-01,2025-01-22
None,Orenburg,RUS,1,1353.33227539,2025-01-01,2025-03-02
None,Lubin,POL,1,1352.9597168,2025-01-01,2025-02-01
None,Red Star,FRA,2,1351.72619629,2025-01-01,2025-01-03
None,Kilmarnock,SCO,1,1351.46459961,2025-01-01,2025-01-02
None,Hibernian,SCO,1,1350.45324707,2025-01-01,2025-01-02
None,Akron Togliatti,RUS,1,1349.65771484,2025-01-01,2025-03-01
None,Braunschweig,GER,2,1348.46643066,2025-01-01,2025-01-18
None,Beitar,ISR,1,1347.49987793,2025-01-01,2025-01-01
None,Lok Zagreb,CRO,1,1347.11315918,2025-01-01,2025-01-22
None,Stal Mielec,POL,1,1346.59838867,2025-01-01,2025-01-31
None,Beerschot AC,BEL,1,1345.5045166,2025-01-01,2025-01-12
None,Katowice,POL,1,1344.54675293,2025-01-01,2025-01-31
None,Paksi,HUN,1,1344.28564453,2025-01-01,2025-01-23
None,Partizan,SRB,1,1343.76477051,2025-01-01,2025-01-21
None,BW Linz,AUT,1,1342.91113281,2025-01-01,2025-01-21
None,Almere,NED,1,1341.90063477,2025-01-01,2025-01-12
None,Olexandriya,UKR,1,1340.44445801,2025-01-01,2025-01-21
None,Kayseri,TUR,1,1339.32080078,2025-01-01,2025-01-05
None,Motor Lublin,POL,1,1338.46240234,2025-01-01,2025-02-01
None,Waalwijk,NED,1,1338.15161133,2025-01-01,2025-01-11
None,Puszcza Niepolomice,POL,1,1334.87524414,2025-01-01,2025-02-02
None,FC Khimki,RUS,1,1333.9967041,2025-01-01,2025-03-02
None,Varnamo,SWE,1,1333.56762695,2025-01-01,2025-01-23
None,Goeteborg,SWE,1,1332.90112305,2025-01-01,2025-01-23
