Rank,Club,Country,Level,Elo,From,To
None,Bochum,GER,1,1555.7467041,2025-03-29,2025-04-05
None,Shakhtar,UKR,1,1555.57385254,2025-03-30,2025-04-06
None,Santander,ESP,2,1555.05847168,2025-03-30,2025-04-06
None,Monza,ITA,1,1555.03601074,2025-03-31,2025-04-05
None,Dynamo Moskva,RUS,1,1555.02844238,2025-03-30,2025-04-06
None,Sunderland,ENG,2,1554.68371582,2025-03-30,2025-04-05
None,Mirandes,ESP,2,1552.17944336,2025-03-31,2025-04-06
None,West Brom,ENG,2,1551.61035156,2025-03-30,2025-04-05
None,Oviedo,ESP,2,1551.36755371,2025-03-31,2025-04-05
None,Gent,BEL,1,1551.0456543,2025-03-31,2025-04-05
None,Antwerp,BEL,1,1548.99841309,2025-03-30,2025-04-06
None,Cadiz,ESP,2,1548.9152832,2025-04-01,2025-04-06
None,Rakow,POL,1,1547.89624023,2025-04-01,2025-04-07
None,Brondby,DEN,1,1546.04223633,2025-03-31,2025-04-07
None,Huesca,ESP,2,1545.43920898,2025-03-31,2025-04-06
None,Coventry,ENG,2,1545.08032227,2025-03-29,2025-04-05
None,Southampton,ENG,1,1544.37353516,2025-03-16,2025-04-02
None,Malmoe,SWE,1,1541.23913574,2025-03-30,2025-04-07
None,PAOK,GRE,1,1538.23352051,2025-03-31,2025-04-06
None,M Tel Aviv,ISR,1,1537.16931152,2025-04-01,2025-04-05
None,Middlesbrough,ENG,2,1534.44152832,2025-03-30,2025-04-04
None,Granada,ESP,2,1533.9921875,2025-03-29,2025-04-05
None,Pisa,ITA,2,1533.76123047,2025-03-30,2025-04-05
None,Bristol City,ENG,2,1532.85021973,2025-03-30,2025-04-05
None,Dinamo Zagreb,CRO,1,1529.3182373,2025-03-31,2025-04-05
None,Cremonese,ITA,2,1528.97167969,2025-03-30,2025-04-04
None,Go Ahead Eagles,NED,1,1528.38232422,2025-03-31,2025-04-06
None,Steaua,ROM,1,1527.85095215,2025-03-31,2025-04-05
None,Nordsjaelland,DEN,1,1525.12109375,2025-03-31,2025-04-06
None,Eibar,ESP,2,1524.42333984,2025-04-01,2025-04-05
None,Valladolid,ESP,1,1523.44018555,2025-03-30,2025-04-06
None,Lok Moskva,RUS,1,1522.56774902,2025-03-29,2025-04-05
None,Spezia,ITA,2,1521.00463867,2025-03-29,2025-04-06
None,Banik Ostrava,CZE,1,1519.83239746,2025-03-30,2025-04-05
None,Holstein,GER,1,1519.3704834,2025-03-30,2025-04-05
None,Montpellier,FRA,1,1518.17102051,2025-03-31,2025-04-06
None,Aarhus,DEN,1,1518.11035156,2025-03-31,2025-04-07
None,Panathinaikos,GRE,1,1517.60559082,2025-03-31,2025-04-06
None,Norwich,ENG,2,1517.59863281,2025-03-30,2025-04-05
None,Le Havre,FRA,1,1517.55310059,2025-03-31,2025-04-06
None,Albacete,ESP,2,1515.83447266,2025-03-31,2025-04-04
None,Jagiellonia,POL,1,1514.58129883,2025-03-30,2025-04-06
None,Paris FC,FRA,2,1513.61181641,2025-04-01,2025-04-04
None,Duesseldorf,GER,2,1511.79016113,2025-03-30,2025-04-05
None,Dynamo Kyiv,UKR,1,1509.94360352,2025-03-30,2025-04-06
None,Paderborn,GER,2,1509.37573242,2025-03-30,2025-04-04
None,Elfsborg,SWE,1,1508.15100098,2025-03-31,2025-04-07
None,Saint-Etienne,FRA,1,1507.56359863,2025-03-30,2025-04-06
None,Angers,FRA,1,1506.48706055,2025-03-31,2025-04-05
None,Famalicao,POR,1,1505.57568359,2025-03-31,2025-04-05
None,Legia,POL,1,1505.01550293,2025-03-29,2025-04-06
None,Lech,POL,1,1504.70092773,2025-03-30,2025-04-05
None,Besiktas,TUR,1,1504.49633789,2025-03-30,2025-04-07
None,Young Boys,SUI,1,1500.76843262,2025-03-30,2025-04-01
None,Karabakh Agdam,AZE,0,1500.29785156,2025-01-31,2025-07-10
None,Austria Wien,AUT,1,1499.24377441,2025-03-31,2025-04-06
None,Hannover,GER,2,1498.62072754,2025-03-30,2025-04-04
None,Maccabi Haifa,ISR,1,1498.04260254,2025-03-30,2025-04-07
None,Mechelen,BEL,1,1497.43737793,2025-03-30,2025-04-04
None,Preston,ENG,2,1496.03430176,2025-03-16,2025-04-02
None,Hammarby,SWE,1,1495.67443848,2025-03-31,2025-04-06
None,Burgos,ESP,2,1494.5559082,2025-03-30,2025-04-06
None,Sheffield Weds,ENG,2,1494.40222168,2025-03-30,2025-04-05
None,Gijon,ESP,2,1494.20202637,2025-03-31,2025-04-05
None,Razgrad,BUL,1,1491.95727539,2025-03-31,2025-04-07
None,Depor,ESP,2,1491.00012207,2025-03-30,2025-04-06
None,Nijmegen,NED,1,1490.53320312,2025-03-30,2025-04-06
None,Brann,NOR,1,1490.2845459,2025-03-30,2025-04-06
None,Catanzaro,ITA,2,1488.38562012,2025-03-30,2025-04-06
None,Frosinone,ITA,2,1486.85461426,2025-03-30,2025-04-05
None,Millwall,ENG,2,1484.89501953,2025-03-30,2025-04-05
None,Hull,ENG,2,1483.09790039,2025-03-30,2025-04-05
None,Cercle Brugge,BEL,1,1483.06225586,2025-03-31,2025-04-05
None,Cordoba,ESP,2,1482.65686035,2025-03-31,2025-04-06
None,Pogon,POL,1,1482.28662109,2025-03-29,2025-04-06
None,Beer-Sheva,ISR,1,1482.09521484,2025-04-01,2025-04-07
None,Rostov,RUS,1,1481.36877441,2025-04-01,2025-04-06
None,Servette,SUI,1,1481.24255371,2025-03-30,2025-04-01
None,Djurgarden,SWE,1,1480.5333252,2025-03-30,2025-04-05
None,Lautern,GER,2,1479.734375,2025-03-30,2025-04-06
None,Charleroi,BEL,1,1479.3314209,2025-03-29,2025-04-06
None,Watford,ENG,2,1478.17407227,2025-03-30,2025-04-05
None,Magdeburg,GER,2,1477.60205078,2025-03-30,2025-04-06
None,Guingamp,FRA,2,1475.10498047,2025-03-30,2025-04-07
None,Leuven,BEL,1,1474.13061523,2025-03-29,2025-04-05
None,Palermo,ITA,2,1472.53723145,2025-03-31,2025-04-06
None,Molde,NOR,1,1472.32446289,2025-03-31,2025-04-06
None,Arouca,POR,1,1472.19177246,2025-03-30,2025-04-05
None,Casa Pia,POR,1,1471.41223145,2025-03-30,2025-04-07
None,Viking,NOR,1,1471.06188965,2025-03-31,2025-04-06
None,Randers,DEN,1,1470.2388916,2025-04-01,2025-04-04
None,Rosenborg,NOR,1,1469.62670898,2025-03-30,2025-04-05
None,Sparta Rotterdam,NED,1,1468.42089844,2025-03-30,2025-04-06
None,Basel,SUI,1,1467.6373291,2025-03-31,2025-04-03
None,Ferencvaros,HUN,1,1466.7121582,2025-03-31,2025-04-06
None,Luton,ENG,2,1465.45178223,2025-03-30,2025-04-05
None,Hajduk,CRO,1,1464.06103516,2025-03-31,2025-04-05
None,Swansea,ENG,2,1464.03295898,2025-03-30,2025-04-05
None,QPR,ENG,2,1463.76220703,2025-03-30,2025-04-05
None,Rijeka,CRO,1,1463.3984375,2025-03-30,2025-04-06
None,Moreirense,POR,1,1462.69189453,2025-03-31,2025-04-06
None,CFR Cluj,ROM,1,1461.70336914,2025-04-01,2025-04-07
None,Malaga,ESP,2,1461.25598145,2025-03-31,2025-04-06
None,Blackburn,ENG,2,1461.2220459,2025-03-30,2025-04-04
None,Rapid Wien,AUT,1,1460.62878418,2025-03-31,2025-04-04
None,Karlsruhe,GER,2,1460.37536621,2025-03-30,2025-04-04
None,St Truiden,BEL,1,1460.24035645,2025-03-30,2025-04-06
None,Santa Clara,POR,1,1458.25720215,2025-03-31,2025-04-05
None,Trabzonspor,TUR,1,1458.0300293,2025-03-30,2025-04-06
None,Elversberg,GER,2,1456.49865723,2025-03-29,2025-04-06
None,Bari,ITA,2,1455.82263184,2025-03-31,2025-04-06
None,Zaragoza,ESP,2,1455.2947998,2025-03-30,2025-04-06
None,Rio Ave,POR,1,1454.33825684,2025-03-30,2025-04-07
None,Castellon,ESP,2,1454.27319336,2025-03-30,2025-04-04
None,Juve Stabia,ITA,2,1453.953125,2025-03-31,2025-04-05
None,Schalke,GER,2,1453.64562988,2025-03-31,2025-04-06
None,Stoke,ENG,2,1453.60852051,2025-03-30,2025-04-05
None,Standard,BEL,1,1452.23364258,2025-03-30,2025-04-06
None,Portsmouth,ENG,2,1451.85852051,2025-03-30,2025-04-05
None,Hertha,GER,2,1451.82141113,2025-03-30,2025-04-05
None,Bueyueksehir,TUR,1,1449.53369141,2025-04-01,2025-04-05
None,Darmstadt,GER,2,1449.40966797,2025-03-29,2025-04-05
None,Westerlo,BEL,1,1449.39904785,2025-03-31,2025-04-05
None,Silkeborg,DEN,1,1449.24499512,2025-03-31,2025-04-06
None,Estoril,POR,1,1448.59265137,2025-03-31,2025-04-04
None,Olimpija Ljubljana,SVN,1,1447.20825195,2025-03-31,2025-04-06
None,Paphos,CYP,0,1445.92553711,2025-03-14,2025-07-10
None,AIK,SWE,1,1445.70715332,2025-04-01,2025-04-06
None,Bastia,FRA,2,1444.81567383,2025-03-29,2025-04-04
None,Viborg,DEN,1,1444.36682129,2025-03-29,2025-04-06
None,Modena,ITA,2,1443.12634277,2025-03-30,2025-04-05
None,Wolfsberg,AUT,1,1442.67785645,2025-03-31,2025-04-06
None,Tenerife,ESP,2,1442.02807617,2025-03-29,2025-04-05
None,Eldense,ESP,2,1442.01708984,2025-03-30,2025-04-05
None,Rubin Kazan,RUS,1,1441.85827637,2025-03-31,2025-04-05
None,Craiova,ROM,1,1441.54797363,2025-03-30,2025-04-07
None,Nuernberg,GER,2,1441.3470459,2025-03-31,2025-04-05
None,Laval,FRA,2,1439.18115234,2025-03-30,2025-04-04
None,Heerenveen,NED,1,1438.18701172,2025-03-31,2025-04-04
None,Cesena,ITA,2,1437.47827148,2025-03-31,2025-04-05
None,Zwolle,NED,1,1437.43676758,2025-03-30,2025-04-05
None,Sampdoria,ITA,2,1437.17895508,2025-03-30,2025-04-06
None,Gornik,POL,1,1435.56726074,2025-03-31,2025-04-06
None,Aris,GRE,1,1434.81860352,2025-03-30,2025-04-05
None,Cardiff,ENG,2,1434.3515625,2025-03-30,2025-04-05
None,Rodez,FRA,2,1431.15576172,2025-03-29,2025-04-04
None,Kasimpasa,TUR,1,1430.69152832,2025-03-30,2025-04-07
None,Salernitana,ITA,2,1429.64416504,2025-03-31,2025-04-05
None,Brescia,ITA,2,1428.03405762,2025-03-29,2025-04-05
None,Suedtirol,ITA,2,1427.99133301,2025-03-30,2025-04-05
None,Dunkerque,FRA,2,1426.32751465,2025-03-29,2025-04-07
None,Slovan Liberec,CZE,1,1426.31030273,2025-03-31,2025-04-05
None,LASK,AUT,1,1425.76599121,2025-03-29,2025-04-05
None,Haecken,SWE,1,1425.17907715,2025-03-30,2025-04-05
None,Mjaellby,SWE,1,1425.01123047,2025-03-31,2025-04-06
None,Samsunspor,TUR,1,1424.53405762,2025-03-30,2025-04-05
None,Cracovia,POL,1,1424.18286133,2025-03-30,2025-04-04
None,Larnaca,CYP,0,1423.26306152,2025-03-14,2025-07-10
None,Jablonec,CZE,1,1423.24157715,2025-03-30,2025-04-06
None,Omonia,CYP,0,1421.99291992,2025-03-14,2025-07-10
None,Nacional,POR,1,1421.22216797,2025-03-31,2025-04-06
None,Fuerth,GER,2,1420.52001953,2025-03-31,2025-04-05
None,Troyes,FRA,2,1419.71276855,2025-03-29,2025-04-05
None,Derby,ENG,2,1419.42614746,2025-03-16,2025-04-02
None,Oxford,ENG,2,1418.57897949,2025-03-30,2025-04-05
None,Luzern,SUI,1,1418.44714355,2025-03-31,2025-04-03
None,Zuerich,SUI,1,1418.10668945,2025-03-31,2025-04-02
None,Lugano,SUI,1,1417.48547363,2025-03-30,2025-04-01
None,Puskas Akademia,HUN,1,1416.4119873,2025-03-30,2025-04-06
None,Hradec Kralove,CZE,1,1416.18908691,2025-03-31,2025-04-05
None,Clermont,FRA,2,1416.13171387,2025-03-29,2025-04-04
None,Heracles,NED,1,1415.10778809,2025-03-31,2025-04-06
None,Gil Vicente,POR,1,1411.78930664,2025-03-29,2025-04-01
None,Piast Gliwice,POL,1,1411.39440918,2025-03-29,2025-04-06
None,Hibernian,SCO,1,1408.40905762,2025-03-30,2025-04-05
None,Slovan Bratislava,SLK,0,1408.17736816,2025-01-30,2025-07-10
None,Sittard,NED,1,1406.56347656,2025-03-30,2025-04-05
None,Carrarese,ITA,2,1406.38903809,2025-03-31,2025-04-05
None,Hearts,SCO,1,1405.7833252,2025-03-30,2025-04-06
None,StGallen,SUI,1,1402.47998047,2025-03-30,2025-04-03
None,Groningen,NED,1,1402.02709961,2025-03-30,2025-04-02
None,Sigma Olomouc,CZE,1,1400.71411133,2025-03-30,2025-04-05
None,Annecy,FRA,2,1400.33886719,2025-03-29,2025-04-04
None,Mlada Boleslav,CZE,1,1400.25915527,2025-03-31,2025-04-06
None,Grenoble,FRA,2,1400.09313965,2025-03-30,2025-04-04
None,Mantova,ITA,2,1399.15979004,2025-03-30,2025-04-05
None,Kryliya Sovetov,RUS,1,1397.515625,2025-03-29,2025-04-05
None,APOEL,CYP,0,1397.49047852,2025-03-14,2025-07-05
None,Plymouth,ENG,2,1395.74609375,2025-03-30,2025-04-05
None,Fredrikstad,NOR,1,1395.51940918,2025-03-30,2025-04-05
None,Maribor,SVN,1,1394.64660645,2025-03-17,2025-04-06
None,Pau,FRA,2,1393.50292969,2025-03-29,2025-04-05
None,Reggiana,ITA,2,1393.3494873,2025-03-30,2025-04-04
None,IK Sirius,SWE,1,1391.79650879,2025-04-01,2025-04-05
None,Terek Grozny,RUS,1,1391.60192871,2025-03-31,2025-04-05
None,Gaziantep FK,TUR,1,1390.75646973,2025-03-29,2025-04-07
None,Cittadella,ITA,2,1389.35070801,2025-03-30,2025-04-05
None,Sarpsborg,NOR,1,1389.13830566,2025-03-31,2025-04-06
None,Alanyaspor,TUR,1,1389.0826416,2025-03-29,2025-04-06
None,Tromso,NOR,1,1389.07397461,2025-03-31,2025-04-06
None,Eyupspor,TUR,1,1388.70153809,2025-04-01,2025-04-06
None,Konyaspor,TUR,1,1388.68334961,2025-03-29,2025-04-05
None,Rapid Bucuresti,ROM,1,1386.99987793,2025-03-30,2025-04-06
None,Paksi,HUN,1,1386.34631348,2025-03-30,2025-04-05
None,Lausanne,SUI,1,1386.20678711,2025-03-31,2025-04-02
None,Slask,POL,1,1386.05493164,2025-03-30,2025-04-05
None,Dender,BEL,1,1385.01452637,2025-03-31,2025-04-04
None,AVS Futebol,POR,1,1381.88793945,2025-03-31,2025-04-04
None,Muenster,GER,2,1381.07714844,2025-03-31,2025-04-05
None,Goeztepe,TUR,1,1380.77355957,2025-03-30,2025-04-07
None,Ajaccio,FRA,2,1379.36254883,2025-03-29,2025-04-04
None,Estrela Amadora,POR,1,1378.44018555,2025-03-30,2025-04-06
None,Antalyaspor,TUR,1,1377.70935059,2025-03-29,2025-04-05
None,Sheriff Tiraspol,MOL,0,1376.75268555,2025-01-01,2025-07-08
None,Farense,POR,1,1376.48876953,2025-03-16,2025-04-02
None,Trnava,SLK,0,1375.41503906,2025-01-30,2025-07-10
None,Universitatea Cluj,ROM,1,1375.03491211,2025-04-01,2025-04-05
None,Ulm,GER,2,1374.88781738,2025-03-29,2025-04-06
None,Radomiak,POL,1,1374.3671875,2025-03-31,2025-04-05
None,Cosenza,ITA,2,1372.69140625,2025-03-30,2025-04-05
None,Katowice,POL,1,1372.67675781,2025-03-31,2025-04-06
None,Sivasspor,TUR,1,1372.3190918,2025-03-30,2025-04-05
None,Levski,BUL,1,1371.60803223,2025-03-31,2025-04-03
None,Korona,POL,1,1371.05505371,2025-03-31,2025-04-05
None,Ferrol,ESP,2,1370.68005371,2025-03-30,2025-04-07
None,Beitar,ISR,1,1370.38952637,2025-03-31,2025-04-06
None,Waalwijk,NED,1,1370.32678223,2025-03-30,2025-04-01
None,Amiens,FRA,2,1369.95251465,2025-03-29,2025-04-04
None,Olexandriya,UKR,1,1369.63366699,2025-03-30,2025-04-06
None,Ruzomberok,SLK,0,1369.51281738,2025-01-30,2025-07-05
None,Breda,NED,1,1368.92163086,2025-03-30,2025-04-06
None,Red Star,FRA,2,1365.90722656,2025-03-29,2025-04-05
None,Celje,SVN,1,1365.6015625,2025-03-30,2025-04-06
None,Widzew,POL,1,1363.87866211,2025-03-29,2025-04-04
None,Bohemians Praha,CZE,1,1363.78356934,2025-03-30,2025-04-05
None,Hartberg,AUT,1,1360.90332031,2025-03-30,2025-04-05
None,Stromsgodset,NOR,1,1359.89379883,2025-03-30,2025-04-06
None,Braunschweig,GER,2,1359.8425293,2025-03-31,2025-04-04
None,Partizan,SRB,1,1359.73156738,2025-03-30,2025-04-06
None,Kortrijk,BEL,1,1358.89880371,2025-03-31,2025-04-06
None,Cherno More,BUL,1,1358.85998535,2025-03-30,2025-04-02
None,Kayseri,TUR,1,1357.91601562,2025-03-29,2025-04-04
None,Rizespor,TUR,1,1356.7980957,2025-03-17,2025-04-05
None,Motor Lublin,POL,1,1356.24267578,2025-03-31,2025-04-05
None,Cartagena,ESP,2,1354.85046387,2025-03-30,2025-04-05
None,FK Astana,KAZ,0,1354.60595703,2025-01-01,2025-07-08
None,Almere,NED,1,1354.42016602,2025-03-30,2025-04-05
None,Teplice,CZE,1,1354.08544922,2025-03-30,2025-04-06
None,BW Linz,AUT,1,1354.08105469,2025-03-31,2025-04-06
None,Lok Zagreb,CRO,1,1353.90124512,2025-03-29,2025-04-06
None,Osijek,CRO,1,1350.48706055,2025-03-30,2025-04-06
None,Hapoel Haifa,ISR,1,1348.42297363,2025-03-30,2025-04-06
None,FC Khimki,RUS,1,1348.08520508,2025-03-30,2025-04-06
None,Martigues,FRA,2,1347.3260498,2025-03-29,2025-04-04
None,Akron Togliatti,RUS,1,1347.2442627,2025-04-01,2025-04-05
None,Orenburg,RUS,1,1346.12036133,2025-03-30,2025-04-04
None,Fakel Voronezh,RUS,1,1343.40930176,2025-03-31,2025-04-05
None,Willem II,NED,1,1343.25769043,2025-03-30,2025-04-04
None,St Mirren,SCO,1,1343.07104492,2025-03-30,2025-04-05
None,Aberdeen,SCO,1,1342.98254395,2025-03-30,2025-04-05
None,CSKA Sofia,BUL,1,1342.95788574,2025-03-30,2025-04-02
None,Lyngby,DEN,1,1342.90393066,2025-03-31,2025-04-06
None,Caen,FRA,2,1339.53857422,2025-04-01,2025-04-05
None,Sion,SUI,1,1337.97314453,2025-03-30,2025-04-02
None,Puszcza Niepolomice,POL,1,1337.54992676,2025-03-30,2025-04-07
None,Bodrum,TUR,1,1337.48181152,2025-03-29,2025-04-06
None,Boavista,POR,1,1337.02966309,2025-03-17,2025-04-01
None,Slovacko,CZE,1,1336.78771973,2025-03-31,2025-04-06
