Rank,Club,Country,Level,Elo,From,To
54,Mainz,GER,1,1706.18640137,2025-06-01,2025-08-06
55,Galatasaray,TUR,1,1701.14868164,2025-06-01,2025-07-24
56,Osasuna,ESP,1,1697.22229004,2025-05-29,2025-08-06
57,Slavia Praha,CZE,1,1694.72119141,2025-05-25,2025-07-20
58,Lens,FRA,1,1693.20983887,2025-06-01,2025-07-20
59,Porto,POR,1,1690.73071289,2025-06-01,2025-07-20
60,Celta,ESP,1,1689.25756836,2025-06-01,2025-07-20
61,Freiburg,GER,1,1684.34240723,2025-05-27,2025-07-22
62,Valencia,ESP,1,1679.41174316,2025-06-01,2025-08-07
63,Brest,FRA,1,1679.07116699,2025-06-01,2025-08-06
64,Werder,GER,1,1677.45727539,2025-05-27,2025-08-06
65,Torino,ITA,1,1675.50195312,2025-06-01,2025-08-07
66,Fenerbahce,TUR,1,1673.9284668,2025-06-01,2025-07-24
67,Olympiakos,GRE,1,1670.92932129,2025-05-25,2025-07-22
68,Sociedad,ESP,1,1667.34399414,2025-06-01,2025-07-24
69,Genoa,ITA,1,1664.29406738,2025-06-01,2025-07-22
70,Ajax,NED,1,1663.94226074,2025-05-25,2025-07-22
71,Rennes,FRA,1,1663.45166016,2025-06-01,2025-07-22
72,Celtic,SCO,1,1662.39477539,2025-06-01,2025-07-22
73,Rayo Vallecano,ESP,1,1658.47155762,2025-06-01,2025-08-06
74,Zenit,RUS,1,1654.94689941,2025-05-25,2025-07-20
75,Toulouse,FRA,1,1653.88537598,2025-06-01,2025-07-27
76,Braga,POR,1,1650.12023926,2025-05-19,2025-07-24
77,Como,ITA,1,1648.59533691,2025-06-01,2025-08-09
78,Wolfsburg,GER,1,1645.72924805,2025-05-29,2025-08-09
79,Alaves,ESP,1,1644.11120605,2025-05-29,2025-08-09
80,Mallorca,ESP,1,1641.24072266,2025-05-29,2025-08-09
81,Sevilla,ESP,1,1637.12036133,2025-05-29,2025-08-01
82,Girona,ESP,1,1637.02636719,2025-05-29,2025-08-01
83,Genk,BEL,1,1635.00012207,2025-05-29,2025-07-24
84,Espanyol,ESP,1,1634.66809082,2025-05-29,2025-07-27
85,Gladbach,GER,1,1632.48364258,2025-05-26,2025-07-27
86,Auxerre,FRA,1,1629.07958984,2025-06-01,2025-07-31
87,Alkmaar,NED,1,1626.2755127,2025-06-01,2025-07-18
88,Getafe,ESP,1,1625.76342773,2025-05-29,2025-07-18
89,Sheffield United,ENG,2,1622.28320312,2025-06-30,2025-07-18
90,FC Kobenhavn,DEN,1,1621.63183594,2025-06-30,2025-07-18
91,Udinese,ITA,1,1620.49951172,2025-06-30,2025-07-18
92,Augsburg,GER,1,1618.67053223,2025-06-30,2025-07-18
93,Leicester,ENG,1,1618.57641602,2025-06-30,2025-07-05
94,Union Berlin,GER,1,1617.16369629,2025-06-30,2025-07-18
95,Viktoria Plzen,CZE,1,1616.75415039,2025-06-30,2025-07-18
96,FC Krasnodar,RUS,1,1614.29443359,2025-06-30,2025-07-19
97,Levante,ESP,2,1610.27770996,2025-06-30,2025-07-05
98,Bodoe Glimt,NOR,1,1609.39172363,2025-06-30,2025-07-05
99,Hoffenheim,GER,1,1605.83984375,2025-06-02,2025-07-05
100,Parma,ITA,1,1603.21118164,2025-06-01,2025-07-26
None,Cagliari,ITA,1,1602.52050781,2025-06-01,2025-07-26
None,Leganes,ESP,1,1599.01965332,2025-05-29,2025-07-05
None,Sassuolo,ITA,2,1597.13623047,2025-06-01,2025-07-05
None,Midtjylland,DEN,1,1595.68408203,2025-05-26,2025-07-20
None,Lorient,FRA,2,1595.56262207,2025-06-01,2025-07-05
None,Verona,ITA,1,1595.31188965,2025-06-01,2025-08-21
None,Ipswich,ENG,1,1591.08166504,2025-05-29,2025-07-05
None,Reims,FRA,1,1589.79907227,2025-06-01,2025-07-05
None,Oviedo,ESP,2,1587.671875,2025-06-22,2025-07-05
None,Rangers,SCO,1,1587.42712402,2025-05-18,2025-07-22
None,Nantes,FRA,1,1586.92919922,2025-06-01,2025-08-06
None,Anderlecht,BEL,1,1586.60168457,2025-05-26,2025-07-24
None,CSKA Moskva,RUS,1,1586.49255371,2025-05-25,2025-07-21
None,Elche,ESP,2,1584.90148926,2025-06-02,2025-07-05
None,Utrecht,NED,1,1584.75476074,2025-05-19,2025-07-24
None,Lecce,ITA,1,1583.29748535,2025-06-01,2025-08-21
None,Crvena Zvezda,SRB,1,1580.66625977,2025-05-25,2025-07-10
None,Empoli,ITA,1,1577.91369629,2025-06-01,2025-07-05
None,St Pauli,GER,1,1577.10925293,2025-05-18,2025-08-21
None,Twente,NED,1,1576.95654297,2025-05-26,2025-07-24
None,Metz,FRA,2,1575.74389648,2025-06-01,2025-07-05
None,Guimaraes,POR,1,1575.68823242,2025-05-18,2025-07-24
None,Spartak Moskva,RUS,1,1575.05163574,2025-05-25,2025-07-19
None,Sparta Praha,CZE,1,1573.59533691,2025-05-25,2025-07-19
None,Las Palmas,ESP,1,1563.49975586,2025-05-29,2025-07-05
None,Mirandes,ESP,2,1560.61071777,2025-06-22,2025-08-17
None,Dynamo Moskva,RUS,1,1559.70458984,2025-05-25,2025-07-18
None,Salzburg,AUT,1,1558.86682129,2025-05-25,2025-07-23
None,Heidenheim,GER,1,1558.73132324,2025-05-18,2025-08-21
None,Venezia,ITA,1,1557.80212402,2025-06-01,2025-07-05
None,Southampton,ENG,1,1555.24719238,2025-05-29,2025-07-05
None,Steaua,ROM,1,1555.11413574,2025-05-24,2025-07-09
None,Hamburg,GER,2,1554.55529785,2025-05-19,2025-07-05
None,Le Havre,FRA,1,1553.5098877,2025-06-01,2025-08-06
None,Sturm Graz,AUT,1,1553.18371582,2025-05-25,2025-07-23
None,M Tel Aviv,ISR,1,1553.01257324,2025-05-25,2025-07-10
None,Koeln,GER,2,1552.19787598,2025-05-19,2025-07-05
None,Brondby,DEN,1,1547.92370605,2025-05-26,2025-07-20
None,Sunderland,ENG,2,1547.12036133,2025-05-29,2025-07-05
None,Coventry,ENG,2,1546.32324219,2025-05-29,2025-08-09
None,PAOK,GRE,1,1545.08679199,2025-05-12,2025-07-22
None,Almeria,ESP,2,1543.83337402,2025-06-12,2025-08-18
None,Paris FC,FRA,2,1543.10839844,2025-06-01,2025-07-05
None,Cremonese,ITA,2,1542.09973145,2025-06-02,2025-07-05
None,Bochum,GER,1,1539.74597168,2025-05-18,2025-07-05
None,Antwerp,BEL,1,1538.6394043,2025-05-30,2025-07-24
None,Angers,FRA,1,1538.21850586,2025-06-01,2025-08-06
None,West Brom,ENG,2,1537.88671875,2025-05-29,2025-08-09
None,Holstein,GER,1,1537.13049316,2025-05-18,2025-07-05
None,Rakow,POL,1,1536.67834473,2025-05-25,2025-07-10
None,Panathinaikos,GRE,1,1535.70788574,2025-05-12,2025-07-22
None,Viking,NOR,1,1533.0012207,2025-06-29,2025-07-05
None,Saint-Etienne,FRA,1,1532.81506348,2025-06-01,2025-07-05
None,Lech,POL,1,1532.71337891,2025-05-25,2025-07-10
None,Shakhtar,UKR,1,1531.97766113,2025-05-25,2025-07-10
None,Pisa,ITA,2,1531.71057129,2025-06-01,2025-07-05
None,Middlesbrough,ENG,2,1531.13110352,2025-05-29,2025-08-09
None,Granada,ESP,2,1530.59057617,2025-06-02,2025-08-16
None,Lok Moskva,RUS,1,1528.89086914,2025-05-25,2025-07-19
None,Dinamo Zagreb,CRO,1,1527.02416992,2025-05-26,2025-07-22
None,Charleroi,BEL,1,1526.23400879,2025-05-30,2025-07-24
None,Hammarby,SWE,1,1525.82824707,2025-06-29,2025-07-05
None,Banik Ostrava,CZE,1,1525.74621582,2025-05-25,2025-07-19
None,Millwall,ENG,2,1525.47412109,2025-05-29,2025-08-09
None,Eibar,ESP,2,1525.10314941,2025-06-02,2025-08-16
None,Spezia,ITA,2,1523.49914551,2025-06-02,2025-08-21
None,Bristol City,ENG,2,1523.4855957,2025-05-29,2025-08-09
None,Basel,SUI,1,1523.00073242,2025-05-25,2025-07-22
None,Santander,ESP,2,1522.46569824,2025-06-13,2025-08-16
None,Malmoe,SWE,1,1521.44165039,2025-07-01,2025-07-05
None,Cadiz,ESP,2,1520.50354004,2025-06-02,2025-08-17
None,Monza,ITA,1,1519.38305664,2025-06-01,2025-07-05
None,Elfsborg,SWE,1,1516.90979004,2025-06-30,2025-07-06
None,AEK,GRE,1,1516.7434082,2025-05-12,2025-07-22
None,Nordsjaelland,DEN,1,1515.3692627,2025-05-26,2025-07-20
None,Beer-Sheva,ISR,1,1514.60571289,2025-05-25,2025-07-10
None,Swansea,ENG,2,1512.80993652,2025-05-29,2025-08-09
None,Blackburn,ENG,2,1512.61682129,2025-05-29,2025-08-09
None,Famalicao,POR,1,1510.38562012,2025-05-17,2025-07-24
None,Dynamo Kyiv,UKR,1,1507.01330566,2025-05-25,2025-07-10
None,Besiktas,TUR,1,1506.78393555,2025-06-02,2025-07-24
None,Norwich,ENG,2,1506.65026855,2025-05-29,2025-08-09
None,Duesseldorf,GER,2,1505.92529297,2025-05-19,2025-08-02
None,Nijmegen,NED,1,1505.06665039,2025-05-23,2025-07-24
None,Elversberg,GER,2,1501.49584961,2025-05-19,2025-08-02
None,Huesca,ESP,2,1501.46691895,2025-06-02,2025-08-17
None,Karabakh Agdam,AZE,0,1500.29785156,2025-01-31,2025-07-10
None,Ferencvaros,HUN,1,1499.70251465,2025-05-25,2025-07-10
None,Go Ahead Eagles,NED,1,1498.69677734,2025-05-19,2025-07-24
None,Young Boys,SUI,1,1498.66845703,2025-05-25,2025-07-22
None,Luton,ENG,2,1498.04077148,2025-05-29,2025-07-05
None,Albacete,ESP,2,1496.50170898,2025-06-02,2025-08-18
None,Brann,NOR,1,1494.6463623,2025-07-01,2025-07-05
None,Sparta Rotterdam,NED,1,1493.51000977,2025-05-19,2025-07-24
None,QPR,ENG,2,1492.8046875,2025-05-29,2025-08-09
None,Mjaellby,SWE,1,1492.7166748,2025-07-01,2025-07-05
None,Hull,ENG,2,1492.23681641,2025-05-29,2025-08-09
None,Paderborn,GER,2,1491.97814941,2025-05-19,2025-08-02
None,Legia,POL,1,1490.91015625,2025-05-25,2025-07-10
None,Montpellier,FRA,1,1490.4440918,2025-06-01,2025-07-05
None,Sheffield Weds,ENG,2,1488.46447754,2025-05-29,2025-08-10
None,Jablonec,CZE,1,1488.08532715,2025-05-25,2025-07-19
None,Gijon,ESP,2,1487.58093262,2025-06-01,2025-08-18
None,Karlsruhe,GER,2,1485.90893555,2025-05-19,2025-08-02
None,Jagiellonia,POL,1,1485.8458252,2025-05-25,2025-07-10
None,AIK,SWE,1,1485.54919434,2025-06-30,2025-07-06
None,Mechelen,BEL,1,1484.81494141,2025-05-25,2025-07-24
None,Santa Clara,POR,1,1484.10449219,2025-05-18,2025-07-24
None,Gent,BEL,1,1483.28430176,2025-05-26,2025-07-24
None,Pogon,POL,1,1482.1673584,2025-05-25,2025-07-10
None,Wolfsberg,AUT,1,1480.17285156,2025-05-25,2025-07-23
None,Portsmouth,ENG,2,1479.08215332,2025-05-29,2025-08-09
None,CFR Cluj,ROM,1,1478.16210938,2025-05-24,2025-07-09
None,Stoke,ENG,2,1476.38330078,2025-05-29,2025-08-09
None,Austria Wien,AUT,1,1476.1809082,2025-05-25,2025-07-23
None,Burgos,ESP,2,1473.2052002,2025-06-01,2025-08-15
None,Hannover,GER,2,1472.91992188,2025-05-19,2025-08-03
None,Razgrad,BUL,1,1472.65063477,2025-05-27,2025-07-09
None,Watford,ENG,2,1472.02600098,2025-05-29,2025-08-09
None,Arouca,POR,1,1471.31921387,2025-05-18,2025-07-24
None,Frosinone,ITA,2,1471.1895752,2025-06-01,2025-08-21
None,Trabzonspor,TUR,1,1470.07312012,2025-05-31,2025-07-24
None,Westerlo,BEL,1,1470.00500488,2025-05-25,2025-07-24
None,Estoril,POR,1,1469.52148438,2025-05-18,2025-07-24
None,Preston,ENG,2,1469.06469727,2025-05-29,2025-08-09
None,Servette,SUI,1,1468.03063965,2025-05-25,2025-07-22
None,Palermo,ITA,2,1467.79736328,2025-06-01,2025-08-21
None,Derby,ENG,2,1467.57202148,2025-05-29,2025-08-09
None,Valladolid,ESP,1,1467.31738281,2025-05-29,2025-07-05
None,Cordoba,ESP,2,1467.14453125,2025-06-02,2025-08-18
None,Randers,DEN,1,1466.15405273,2025-06-02,2025-07-20
None,Guingamp,FRA,2,1465.78759766,2025-06-01,2025-08-06
None,Zwolle,NED,1,1462.81420898,2025-05-19,2025-07-24
None,Sampdoria,ITA,2,1461.80102539,2025-06-23,2025-08-21
None,Castellon,ESP,2,1461.73681641,2025-05-31,2025-08-16
None,Silkeborg,DEN,1,1461.42077637,2025-06-02,2025-07-20
None,Catanzaro,ITA,2,1461.31799316,2025-06-01,2025-08-21
None,Rosenborg,NOR,1,1461.22851562,2025-06-29,2025-07-06
None,Oxford,ENG,2,1460.52368164,2025-05-29,2025-08-09
None,Moreirense,POR,1,1459.68225098,2025-05-18,2025-07-24
None,Casa Pia,POR,1,1458.96765137,2025-05-17,2025-07-24
None,Depor,ESP,2,1458.72814941,2025-06-02,2025-08-16
None,Magdeburg,GER,2,1458.12182617,2025-05-19,2025-08-03
None,Bastia,FRA,2,1457.33813477,2025-06-01,2025-08-06
None,Djurgarden,SWE,1,1455.703125,2025-07-01,2025-07-06
None,Hertha,GER,2,1454.28442383,2025-05-19,2025-08-01
None,Rostov,RUS,1,1454.07434082,2025-05-25,2025-07-20
None,Juve Stabia,ITA,2,1452.77600098,2025-06-01,2025-08-21
None,Maccabi Haifa,ISR,1,1451.61572266,2025-05-25,2025-07-10
None,Cercle Brugge,BEL,1,1451.56982422,2025-05-11,2025-07-24
None,Molde,NOR,1,1450.43481445,2025-06-30,2025-07-05
None,Zaragoza,ESP,2,1450.0982666,2025-05-31,2025-08-17
None,Bueyueksehir,TUR,1,1449.85998535,2025-05-31,2025-07-24
None,Aarhus,DEN,1,1449.50744629,2025-05-26,2025-07-20
None,Rubin Kazan,RUS,1,1449.19885254,2025-05-25,2025-07-20
None,Rio Ave,POR,1,1449.19848633,2025-05-17,2025-07-24
None,Malaga,ESP,2,1448.69213867,2025-06-01,2025-08-16
None,Viborg,DEN,1,1447.69152832,2025-05-25,2025-07-18
None,Lautern,GER,2,1446.17175293,2025-05-19,2025-08-03
None,Paphos,CYP,0,1445.92553711,2025-03-14,2025-07-10
None,St Truiden,BEL,1,1445.73046875,2025-05-11,2025-07-24
None,Aris,GRE,1,1445.71020508,2025-05-11,2025-07-22
None,Darmstadt,GER,2,1445.67272949,2025-05-19,2025-08-02
None,Heerenveen,NED,1,1445.39196777,2025-05-23,2025-07-24
None,Suedtirol,ITA,2,1444.94396973,2025-06-01,2025-08-21
None,Dunkerque,FRA,2,1443.9152832,2025-06-01,2025-08-06
None,LASK,AUT,1,1443.69482422,2025-06-02,2025-07-23
None,Plymouth,ENG,2,1442.91113281,2025-05-29,2025-07-05
None,Rijeka,CRO,1,1442.31225586,2025-05-26,2025-07-22
None,Troyes,FRA,2,1441.28662109,2025-06-01,2025-08-06
None,Rodez,FRA,2,1440.42260742,2025-06-01,2025-08-06
None,Bari,ITA,2,1439.62744141,2025-06-01,2025-08-21
None,Laval,FRA,2,1436.70422363,2025-06-01,2025-08-06
None,Samsunspor,TUR,1,1436.43151855,2025-06-02,2025-07-24
None,Rapid Wien,AUT,1,1436.14465332,2025-06-02,2025-07-23
None,Hajduk,CRO,1,1435.51489258,2025-05-26,2025-07-22
None,Annecy,FRA,2,1434.85229492,2025-06-01,2025-08-06
None,Cardiff,ENG,2,1434.11352539,2025-05-29,2025-07-05
None,Cesena,ITA,2,1433.85791016,2025-06-01,2025-08-21
None,Standard,BEL,1,1433.53198242,2025-05-25,2025-07-24
None,Gil Vicente,POR,1,1431.84399414,2025-05-17,2025-07-24
None,Leuven,BEL,1,1431.74279785,2025-05-25,2025-07-24
None,Hibernian,SCO,1,1429.86547852,2025-05-18,2025-07-22
None,Nuernberg,GER,2,1428.51245117,2025-05-19,2025-08-02
None,Tenerife,ESP,2,1428.19897461,2025-06-02,2025-07-05
None,Hradec Kralove,CZE,1,1427.43310547,2025-05-26,2025-07-20
None,Olimpija Ljubljana,SVN,1,1426.4041748,2025-05-25,2025-07-08
None,Craiova,ROM,1,1424.83776855,2025-05-25,2025-07-09
None,Brescia,ITA,2,1424.23217773,2025-06-01,2025-07-05
None,Kasimpasa,TUR,1,1423.47937012,2025-05-31,2025-07-24
None,Larnaca,CYP,0,1423.26306152,2025-03-14,2025-07-10
None,Puskas Akademia,HUN,1,1423.1418457,2025-05-25,2025-07-10
None,Tromso,NOR,1,1422.58898926,2025-06-30,2025-07-05
None,Piast Gliwice,POL,1,1422.5859375,2025-05-25,2025-07-10
None,Modena,ITA,2,1422.43347168,2025-06-01,2025-08-21
None,Omonia,CYP,0,1421.99291992,2025-03-14,2025-07-10
None,Sittard,NED,1,1420.51489258,2025-05-19,2025-07-24
None,Slovan Liberec,CZE,1,1420.46936035,2025-05-12,2025-07-20
None,Eldense,ESP,2,1419.25561523,2025-06-02,2025-07-05
None,Clermont,FRA,2,1418.80554199,2025-06-01,2025-08-06
None,Grenoble,FRA,2,1418.66394043,2025-06-01,2025-08-06
None,Salernitana,ITA,2,1414.94763184,2025-06-23,2025-07-05
None,Mantova,ITA,2,1412.16125488,2025-06-01,2025-08-21
None,Gornik,POL,1,1411.67724609,2025-05-25,2025-07-10
None,Carrarese,ITA,2,1411.4876709,2025-06-01,2025-08-21
None,Groningen,NED,1,1410.41503906,2025-05-19,2025-07-24
None,Heracles,NED,1,1409.36633301,2025-05-19,2025-07-24
None,Schalke,GER,2,1408.42211914,2025-05-19,2025-08-01
None,Slovan Bratislava,SLK,0,1408.17736816,2025-01-30,2025-07-10
None,Muenster,GER,2,1408.01318359,2025-05-19,2025-08-02
None,Cracovia,POL,1,1407.81469727,2025-05-25,2025-07-10
None,Alanyaspor,TUR,1,1407.72277832,2025-06-01,2025-07-24
None,Reggiana,ITA,2,1407.51989746,2025-06-01,2025-08-21
None,Hearts,SCO,1,1406.42993164,2025-05-19,2025-07-22
None,Sarpsborg,NOR,1,1405.49975586,2025-06-30,2025-07-06
None,Fuerth,GER,2,1404.24328613,2025-05-19,2025-08-03
None,Lausanne,SUI,1,1403.1126709,2025-05-25,2025-07-22
None,Lugano,SUI,1,1402.29199219,2025-05-25,2025-07-22
None,Dender,BEL,1,1401.83862305,2025-05-25,2025-07-24
None,APOEL,CYP,0,1397.49047852,2025-03-14,2025-07-05
None,Levski,BUL,1,1397.13146973,2025-05-27,2025-07-09
None,Nacional,POR,1,1396.43969727,2025-05-18,2025-07-24
None,Ajaccio,FRA,2,1396.24731445,2025-06-01,2025-07-05
None,Amiens,FRA,2,1391.2520752,2025-06-01,2025-08-06
None,StGallen,SUI,1,1391.01489258,2025-05-23,2025-07-22
None,Kortrijk,BEL,1,1390.5168457,2025-05-11,2025-07-05
None,Korona,POL,1,1390.19616699,2025-05-25,2025-07-10
None,Kryliya Sovetov,RUS,1,1389.44885254,2025-05-25,2025-07-19
None,Kayseri,TUR,1,1389.2277832,2025-06-02,2025-07-24
None,Pau,FRA,2,1389.00769043,2025-06-01,2025-08-06
None,Rizespor,TUR,1,1388.77026367,2025-06-01,2025-07-24
None,Katowice,POL,1,1388.50842285,2025-05-25,2025-07-10
None,Konyaspor,TUR,1,1388.08532715,2025-06-01,2025-07-24
None,Farense,POR,1,1387.83666992,2025-05-18,2025-07-05
None,Zuerich,SUI,1,1387.02099609,2025-05-23,2025-07-22
None,GAIS,SWE,1,1386.32458496,2025-06-30,2025-07-05
None,Haecken,SWE,1,1385.96044922,2025-06-30,2025-07-06
None,Goeztepe,TUR,1,1384.90527344,2025-05-31,2025-07-24
None,Sigma Olomouc,CZE,1,1384.58447266,2025-05-25,2025-07-20
None,Luzern,SUI,1,1383.42370605,2025-05-25,2025-07-22
None,Olexandriya,UKR,1,1381.87878418,2025-05-25,2025-07-10
None,Maribor,SVN,1,1380.28381348,2025-05-26,2025-07-08
None,Celje,SVN,1,1379.46850586,2025-05-26,2025-07-08
None,Paksi,HUN,1,1378.66650391,2025-05-24,2025-07-10
None,Universitatea Cluj,ROM,1,1378.57250977,2025-05-25,2025-07-09
None,Waalwijk,NED,1,1378.19140625,2025-05-19,2025-07-05
None,Red Star,FRA,2,1378.05358887,2025-06-01,2025-08-06
None,Terek Grozny,RUS,1,1377.99719238,2025-05-25,2025-07-20
None,Slask,POL,1,1377.68359375,2025-05-25,2025-07-05
None,Sheriff Tiraspol,MOL,0,1376.75268555,2025-01-01,2025-07-08
None,Hartberg,AUT,1,1376.58886719,2025-05-27,2025-07-23
None,Fredrikstad,NOR,1,1376.54833984,2025-06-30,2025-07-05
None,Trnava,SLK,0,1375.41503906,2025-01-30,2025-07-10
None,Rapid Bucuresti,ROM,1,1375.25646973,2025-05-25,2025-07-09
None,Braunschweig,GER,2,1374.54211426,2025-05-19,2025-08-03
None,CSKA Sofia,BUL,1,1374.20153809,2025-06-01,2025-07-09
None,Eyupspor,TUR,1,1370.40991211,2025-05-25,2025-07-24
None,Ruzomberok,SLK,0,1369.51281738,2025-01-30,2025-07-05
None,IK Sirius,SWE,1,1368.98913574,2025-06-29,2025-07-06
None,Cittadella,ITA,2,1367.97253418,2025-06-01,2025-07-05
None,Radomiak,POL,1,1367.92041016,2025-05-25,2025-07-10
None,Gaziantep FK,TUR,1,1367.82800293,2025-06-01,2025-07-24
None,Estrela Amadora,POR,1,1367.08996582,2025-05-18,2025-07-24
None,St Mirren,SCO,1,1367.06152344,2025-05-18,2025-07-22
None,Teplice,CZE,1,1364.71960449,2025-05-26,2025-07-19
None,Hapoel Haifa,ISR,1,1364.31420898,2025-05-25,2025-07-10
None,Ulm,GER,2,1363.47570801,2025-05-19,2025-07-05
None,Istra 1961,CRO,1,1362.64599609,2025-05-26,2025-07-22
None,Mlada Boleslav,CZE,1,1361.43054199,2025-05-26,2025-07-20
None,SonderjyskE,DEN,1,1360.39379883,2025-05-25,2025-07-20
None,Goeteborg,SWE,1,1358.77111816,2025-06-30,2025-07-06
None,Martigues,FRA,2,1358.23583984,2025-06-01,2025-07-05
None,Sandefjord,NOR,1,1358.17358398,2025-07-01,2025-07-06
None,Bohemians Praha,CZE,1,1355.8885498,2025-05-26,2025-07-19
None,Antalyaspor,TUR,1,1355.68237305,2025-05-31,2025-07-24
None,Sivasspor,TUR,1,1355.29174805,2025-06-01,2025-07-05
None,Cosenza,ITA,2,1354.83093262,2025-06-01,2025-07-05
None,FK Astana,KAZ,0,1354.60595703,2025-01-01,2025-07-08
None,Partizan,SRB,1,1354.12866211,2025-05-26,2025-07-10
None,Osijek,CRO,1,1353.87597656,2025-05-26,2025-07-22
None,AVS Futebol,POR,1,1352.73303223,2025-05-18,2025-07-24
None,Akron Togliatti,RUS,1,1351.15441895,2025-05-25,2025-07-19
None,Breda,NED,1,1351.14453125,2025-05-19,2025-07-24
None,Ferrol,ESP,2,1350.67663574,2025-06-01,2025-07-05
None,Motor Lublin,POL,1,1349.67126465,2025-05-25,2025-07-10
None,Almere,NED,1,1349.18005371,2025-05-19,2025-07-05
None,Varazdin,CRO,1,1347.18408203,2025-05-26,2025-07-22
None,Widzew,POL,1,1346.42041016,2025-05-25,2025-07-10
None,Dynamo Makhachkala,RUS,1,1345.46594238,2025-05-25,2025-07-19
None,Boavista,POR,1,1344.46520996,2025-05-18,2025-07-05
None,Lubin,POL,1,1344.38952637,2025-05-25,2025-07-10
None,Vejle,DEN,1,1342.21582031,2025-05-25,2025-07-20
None,Orenburg,RUS,1,1342.03710938,2025-05-25,2025-07-21
None,Cherno More,BUL,1,1340.97460938,2025-05-27,2025-07-09
None,Beitar,ISR,1,1339.62011719,2025-05-25,2025-07-10
None,Lok Zagreb,CRO,1,1339.53759766,2025-05-25,2025-07-22
None,BW Linz,AUT,1,1339.28222656,2025-05-25,2025-07-23
None,Aberdeen,SCO,1,1338.03674316,2025-05-18,2025-07-22
None,Winterthur,SUI,1,1337.9074707,2025-05-23,2025-07-22
None,Grasshoppers,SUI,1,1336.46875,2025-05-31,2025-07-22
