Rank,Club,Country,Level,Elo,From,To
None,Granada,ESP,2,1499.28723145,2025-11-30,2025-12-07
None,Salzburg,AUT,1,1499.16699219,2025-12-01,2025-12-06
None,Jablonec,CZE,1,1499.00646973,2025-11-30,2025-12-07
None,Mechelen,BEL,1,1498.62561035,2025-11-29,2025-12-07
None,Schalke,GER,2,1495.97045898,2025-11-29,2025-12-05
None,Gil Vicente,POR,1,1493.92822266,2025-11-30,2025-12-08
None,Sturm Graz,AUT,1,1493.07458496,2025-12-01,2025-12-03
None,Moreirense,POR,1,1493.03417969,2025-11-30,2025-12-07
None,Blackburn,ENG,2,1492.77075195,2025-11-30,2025-12-02
None,Lech,POL,1,1492.61877441,2025-12-01,2025-12-07
None,Derby,ENG,2,1492.37695312,2025-11-30,2025-12-06
None,Troyes,FRA,2,1492.32849121,2025-11-28,2025-12-06
None,Djurgarden,SWE,1,1489.89782715,2025-11-28,2025-12-11
None,Omonia,CYP,0,1489.50390625,2025-11-28,2025-12-10
None,Charleroi,BEL,1,1488.97509766,2025-11-30,2025-12-07
None,Beer-Sheva,ISR,1,1487.65490723,2025-11-30,2025-12-02
None,Burgos,ESP,2,1486.52600098,2025-11-30,2025-12-08
None,Lautern,GER,2,1485.30981445,2025-11-30,2025-12-06
None,Samsunspor,TUR,1,1485.20007324,2025-11-28,2025-12-01
None,Castellon,ESP,2,1484.75073242,2025-12-01,2025-12-07
None,Aris Limassol,CYP,0,1484.65209961,2025-11-28,2025-12-10
None,Palermo,ITA,2,1484.0201416,2025-11-30,2025-12-07
None,QPR,ENG,2,1483.81408691,2025-11-30,2025-12-06
None,Nordsjaelland,DEN,1,1482.7331543,2025-12-01,2025-12-07
None,Gent,BEL,1,1482.13903809,2025-12-01,2025-12-06
None,Montpellier,FRA,2,1477.75976562,2025-11-28,2025-12-06
None,Birmingham,ENG,2,1477.58068848,2025-11-28,2025-12-01
None,Wrexham,ENG,2,1476.63037109,2025-11-30,2025-12-06
None,Karlsruhe,GER,2,1476.54931641,2025-11-29,2025-12-06
None,Estoril,POR,1,1475.69104004,2025-12-01,2025-12-07
None,Eibar,ESP,2,1474.47290039,2025-12-01,2025-12-07
None,Mirandes,ESP,2,1472.59790039,2025-12-01,2025-12-08
None,Baltika,RUS,1,1471.69067383,2025-11-30,2025-12-07
None,Modena,ITA,2,1469.38146973,2025-11-29,2025-12-08
None,Viborg,DEN,1,1469.22595215,2025-11-29,2025-12-07
None,Celje,SVN,1,1467.76208496,2025-12-01,2025-12-07
None,Huesca,ESP,2,1466.2635498,2025-11-30,2025-12-06
None,Slovan Liberec,CZE,1,1465.52709961,2025-12-01,2025-12-06
None,Cesena,ITA,2,1465.48132324,2025-11-29,2025-12-08
None,Swansea,ENG,2,1463.89123535,2025-11-30,2025-12-06
None,Tromso,NOR,1,1461.87060547,2025-12-01,2025-12-10
None,Santa Clara,POR,1,1461.49865723,2025-12-01,2025-12-06
None,Albacete,ESP,2,1460.00219727,2025-11-30,2025-12-08
None,Cordoba,ESP,2,1459.86730957,2025-12-01,2025-12-07
None,Craiova,ROM,1,1459.40673828,2025-11-28,2025-12-01
None,Catanzaro,ITA,2,1459.03527832,2025-11-30,2025-12-08
None,Randers,DEN,1,1458.22802734,2025-12-01,2025-12-07
None,M Tel Aviv,ISR,1,1457.42163086,2025-12-01,2025-12-03
None,Go Ahead Eagles,NED,1,1456.88562012,2025-12-01,2025-12-07
None,Dunkerque,FRA,2,1456.58081055,2025-11-28,2025-12-06
None,Duesseldorf,GER,2,1456.42248535,2025-12-01,2025-12-05
None,Valladolid,ESP,2,1455.93884277,2025-11-30,2025-12-06
None,Bueyueksehir,TUR,1,1454.72106934,2025-11-30,2025-12-06
None,Westerlo,BEL,1,1454.49108887,2025-11-30,2025-12-07
None,Gijon,ESP,2,1454.22460938,2025-11-29,2025-12-06
None,Guingamp,FRA,2,1454.11352539,2025-11-28,2025-12-05
None,Goeztepe,TUR,1,1454.10595703,2025-12-01,2025-12-07
None,Oxford,ENG,2,1453.67102051,2025-11-29,2025-12-06
None,Rio Ave,POR,1,1453.19702148,2025-12-01,2025-12-06
None,Spezia,ITA,2,1450.88269043,2025-12-01,2025-12-08
None,Legia,POL,1,1450.17016602,2025-11-28,2025-12-01
None,Malmoe,SWE,1,1449.04870605,2025-11-28,2025-12-11
None,Standard,BEL,1,1448.61083984,2025-11-29,2025-12-06
None,Razgrad,BUL,1,1448.58166504,2025-12-01,2025-12-04
None,Norwich,ENG,2,1448.44897461,2025-11-30,2025-12-06
None,Arouca,POR,1,1448.40698242,2025-11-28,2025-12-01
None,Gornik,POL,1,1448.38366699,2025-11-29,2025-12-05
None,Juve Stabia,ITA,2,1448.20959473,2025-12-01,2025-12-04
None,Sparta Rotterdam,NED,1,1447.29370117,2025-11-30,2025-12-07
None,Hradec Kralove,CZE,1,1446.74084473,2025-11-30,2025-12-07
None,Ceuta,ESP,2,1446.61022949,2025-11-30,2025-12-07
None,Silkeborg,DEN,1,1446.60644531,2025-12-01,2025-12-07
None,Molde,NOR,1,1445.79736328,2025-12-01,2025-12-10
None,Hearts,SCO,1,1445.42419434,2025-11-30,2025-12-03
None,Charlton,ENG,2,1444.40209961,2025-11-30,2025-12-09
None,Malaga,ESP,2,1443.93554688,2025-11-30,2025-12-08
None,Portsmouth,ENG,2,1443.06872559,2025-11-30,2025-12-09
None,Rubin Kazan,RUS,1,1439.85498047,2025-12-01,2025-12-06
None,SonderjyskE,DEN,1,1439.61169434,2025-11-29,2025-12-07
None,Pogon,POL,1,1438.77355957,2025-11-30,2025-12-06
None,Nuernberg,GER,2,1438.3536377,2025-11-30,2025-12-07
None,Steaua,ROM,1,1438.16601562,2025-12-01,2025-12-06
None,Rosenborg,NOR,1,1437.67504883,2025-12-01,2025-12-10
None,StGallen,SUI,1,1435.94848633,2025-12-01,2025-12-06
None,Cracovia,POL,1,1434.28527832,2025-11-30,2025-12-04
None,Cercle Brugge,BEL,1,1433.62475586,2025-11-30,2025-12-06
None,Annecy,FRA,2,1431.35473633,2025-11-28,2025-12-05
None,Lausanne,SUI,1,1430.65625,2025-12-01,2025-12-07
None,Levski,BUL,1,1430.15808105,2025-12-01,2025-12-04
None,Leonesa,ESP,2,1429.90087891,2025-11-30,2025-12-07
None,Sigma Olomouc,CZE,1,1429.28112793,2025-12-01,2025-12-06
None,Red Star,FRA,2,1427.86047363,2025-11-28,2025-12-05
None,Heerenveen,NED,1,1425.97351074,2025-11-29,2025-12-06
None,LASK,AUT,1,1425.80456543,2025-12-01,2025-12-06
None,Leuven,BEL,1,1425.63891602,2025-12-01,2025-12-07
None,Rostov,RUS,1,1425.48413086,2025-12-01,2025-12-06
None,Casa Pia,POR,1,1423.38781738,2025-11-30,2025-12-06
None,Sociedad B,ESP,2,1423.3729248,2025-12-01,2025-12-06
None,Muenster,GER,2,1422.70678711,2025-12-01,2025-12-05
None,Dynamo Kyiv,UKR,1,1422.67907715,2025-11-28,2025-12-01
None,Banik Ostrava,CZE,1,1419.04125977,2025-11-30,2025-12-07
None,Nacional,POR,1,1418.38928223,2025-11-30,2025-12-07
None,Magdeburg,GER,2,1418.34191895,2025-11-30,2025-12-07
None,Aris,GRE,1,1416.98876953,2025-11-30,2025-12-07
None,Le Mans,FRA,2,1416.79077148,2025-11-28,2025-12-05
None,Zwolle,NED,1,1416.54650879,2025-11-29,2025-12-06
None,Rapid Bucuresti,ROM,1,1416.1060791,2025-11-29,2025-12-08
None,Alanyaspor,TUR,1,1416.02941895,2025-11-28,2025-12-01
None,Sandefjord,NOR,1,1415.75878906,2025-12-01,2025-12-10
None,Wolfsberg,AUT,1,1415.47998047,2025-11-30,2025-12-07
None,Suedtirol,ITA,2,1415.1204834,2025-11-30,2025-12-08
None,GAIS,SWE,1,1415.06628418,2025-11-28,2025-12-11
None,Radomiak,POL,1,1413.76245117,2025-11-29,2025-12-06
None,Andorra CF,ESP,2,1413.03295898,2025-11-29,2025-12-06
None,Austria Wien,AUT,1,1412.77441406,2025-11-30,2025-12-07
None,Groningen,NED,1,1412.55407715,2025-11-28,2025-12-02
None,Rodez,FRA,2,1412.3470459,2025-11-28,2025-12-06
None,Fredrikstad,NOR,1,1411.6583252,2025-12-01,2025-12-10
None,Reggiana,ITA,2,1411.23913574,2025-11-30,2025-12-08
None,Clermont,FRA,2,1410.9498291,2025-11-28,2025-12-05
None,Carrarese,ITA,2,1409.26940918,2025-11-30,2025-12-07
None,Korona,POL,1,1409.05358887,2025-11-30,2025-12-08
None,Hajduk,CRO,1,1408.79150391,2025-11-28,2025-12-11
None,Laval,FRA,2,1407.92419434,2025-11-28,2025-12-08
None,Sittard,NED,1,1407.49560547,2025-11-30,2025-12-06
None,Servette,SUI,1,1406.50097656,2025-12-01,2025-12-06
None,Grenoble,FRA,2,1406.22155762,2025-11-28,2025-12-05
None,Goeteborg,SWE,1,1406.09008789,2025-11-28,2025-12-11
None,Sampdoria,ITA,2,1405.95117188,2025-12-01,2025-12-07
None,Bari,ITA,2,1405.24926758,2025-11-30,2025-12-04
None,Pau,FRA,2,1404.48168945,2025-11-28,2025-12-06
None,Alverca,POR,1,1403.4407959,2025-11-30,2025-12-07
None,Hibernian,SCO,1,1402.0604248,2025-12-01,2025-12-06
None,Gaziantep FK,TUR,1,1402.01916504,2025-11-30,2025-12-08
None,Piast Gliwice,POL,1,1401.04272461,2025-11-29,2025-12-06
None,AIK,SWE,1,1400.78613281,2025-11-28,2025-12-11
None,Zaragoza,ESP,2,1399.35754395,2025-12-01,2025-12-08
None,Sheffield Weds,ENG,2,1397.80053711,2025-11-30,2025-12-09
None,IK Sirius,SWE,1,1395.8684082,2025-11-28,2025-12-11
None,Levadeiakos,GRE,1,1395.1081543,2025-12-01,2025-12-07
None,Bielefeld,GER,2,1394.45178223,2025-12-01,2025-12-06
None,Zulte Waregem,BEL,1,1393.58691406,2025-11-30,2025-12-07
None,Sarpsborg,NOR,1,1392.67700195,2025-12-01,2025-12-10
None,Kasimpasa,TUR,1,1392.35449219,2025-11-30,2025-12-07
None,Odense,DEN,1,1391.6784668,2025-12-01,2025-12-05
None,Plock,POL,1,1391.64758301,2025-12-01,2025-12-04
None,Puskas Akademia,HUN,1,1390.4552002,2025-12-01,2025-12-06
None,Lubin,POL,1,1389.57409668,2025-12-01,2025-12-06
None,Maccabi Haifa,ISR,1,1389.29504395,2025-11-30,2025-12-02
None,Gyoer,HUN,1,1388.56176758,2025-11-30,2025-12-03
None,Katowice,POL,1,1388.29821777,2025-11-30,2025-12-07
None,Lugano,SUI,1,1386.96728516,2025-11-30,2025-12-07
None,Paksi,HUN,1,1385.83093262,2025-11-30,2025-12-06
None,Estrela Amadora,POR,1,1385.48193359,2025-12-01,2025-12-07
None,Kryliya Sovetov,RUS,1,1384.68164062,2025-12-01,2025-12-07
None,Mantova,ITA,2,1384.36853027,2025-11-30,2025-12-08
None,Elfsborg,SWE,1,1383.19348145,2025-11-28,2025-12-11
None,Heracles,NED,1,1382.78063965,2025-11-30,2025-12-06
None,Terek Grozny,RUS,1,1382.72424316,2025-12-01,2025-12-05
None,Padova,ITA,2,1380.97875977,2025-11-30,2025-12-08
None,Fuerth,GER,2,1380.89782715,2025-11-30,2025-12-07
None,Haecken,SWE,1,1380.88464355,2025-11-28,2025-12-11
None,Luzern,SUI,1,1380.60656738,2025-11-30,2025-12-06
None,Rizespor,TUR,1,1379.6072998,2025-11-30,2025-12-06
None,Karvina,CZE,1,1379.16503906,2025-11-30,2025-12-07
None,Partizan,SRB,1,1378.35388184,2025-11-30,2025-12-07
None,Slovan Bratislava,SLK,0,1378.08483887,2025-11-28,2025-12-11
None,Akron Togliatti,RUS,1,1377.13818359,2025-11-30,2025-12-06
None,Hartberg,AUT,1,1375.92626953,2025-12-01,2025-12-06
None,Tondela,POR,1,1375.10375977,2025-11-30,2025-12-07
None,Rijeka,CRO,1,1374.55969238,2025-11-28,2025-12-11
None,Zuerich,SUI,1,1374.15893555,2025-11-30,2025-12-06
None,Rapid Wien,AUT,1,1373.67480469,2025-12-01,2025-12-06
None,Konyaspor,TUR,1,1373.1986084,2025-11-30,2025-12-06
None,Ham-Kam,NOR,1,1373.04638672,2025-12-01,2025-12-10
None,Dender,BEL,1,1372.8302002,2025-11-30,2025-12-05
None,Amiens,FRA,2,1372.0345459,2025-11-28,2025-12-05
None,Avellino,ITA,2,1371.4987793,2025-11-30,2025-12-08
None,Braunschweig,GER,2,1370.89611816,2025-11-30,2025-12-07
None,Motor Lublin,POL,1,1369.52587891,2025-11-28,2025-12-01
None,RAAL,BEL,1,1368.63256836,2025-11-30,2025-12-05
None,Boulogne,FRA,2,1367.85644531,2025-11-28,2025-12-05
None,Entella,ITA,2,1367.46374512,2025-11-30,2025-12-08
None,Maribor,SVN,1,1367.46008301,2025-11-30,2025-12-06
None,Dinamo Bucuresti,ROM,1,1367.42529297,2025-11-30,2025-12-06
None,Bastia,FRA,2,1366.16687012,2025-11-28,2025-12-05
None,CFR Cluj,ROM,1,1366.00292969,2025-11-30,2025-12-07
None,Kocaelispor,TUR,1,1365.37561035,2025-11-29,2025-12-07
None,Thun,SUI,1,1364.90539551,2025-12-01,2025-12-06
None,Lechia,POL,1,1364.74377441,2025-11-30,2025-12-05
None,Dresden,GER,2,1364.33935547,2025-12-01,2025-12-06
None,Valerenga,NOR,1,1363.88171387,2025-12-01,2025-12-10
None,CSKA Sofia,BUL,1,1363.60644531,2025-11-30,2025-12-03
None,Polissya Zhytomyr,UKR,1,1361.96166992,2025-12-01,2025-12-07
None,KFUM Oslo,NOR,1,1361.41601562,2025-12-01,2025-12-10
None,Teplice,CZE,1,1361.05615234,2025-12-01,2025-12-05
None,Sion,SUI,1,1360.78393555,2025-11-30,2025-12-07
None,Widzew,POL,1,1359.6697998,2025-11-29,2025-12-06
None,Kayseri,TUR,1,1359.0480957,2025-11-30,2025-12-06
None,Nancy,FRA,2,1358.01879883,2025-11-28,2025-12-05
None,FK Astana,KAZ,0,1354.6817627,2025-11-27,2025-12-09
None,Bohemians Praha,CZE,1,1354.40332031,2025-12-01,2025-12-07
None,Eyupspor,TUR,1,1352.48205566,2025-11-30,2025-12-06
None,Beitar,ISR,1,1350.08764648,2025-12-01,2025-12-03
None,Botosani,ROM,1,1348.5456543,2025-12-01,2025-12-08
None,Motherwell,SCO,1,1344.29711914,2025-11-30,2025-12-03
None,Volendam,NED,1,1343.93017578,2025-12-01,2025-12-07
None,Pescara,ITA,2,1343.29199219,2025-11-30,2025-12-08
None,Dynamo Makhachkala,RUS,1,1340.97473145,2025-11-24,2025-12-01
None,Excelsior,NED,1,1339.90014648,2025-11-30,2025-12-05
None,Viitorul,ROM,1,1339.59326172,2025-12-01,2025-12-07
None,Universitatea Cluj,ROM,1,1339.21276855,2025-11-28,2025-12-01
None,Istra 1961,CRO,1,1338.46887207,2025-11-28,2025-12-11
None,Vejle,DEN,1,1338.33056641,2025-12-01,2025-12-08
